"qseqid"	"strata"	"MIND"	"BIND"	"DirInf"	"Maker"	"Braker"	"Araport11"
"ATMG00665.1"	"Arabidopsis thaliana"	1	1	0	0	0	1
"ATMG00680.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"ATMG00720.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"ATMG00740.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"ATMG00840.1"	"Arabidopsis thaliana"	0	0	0	1	1	1
"ATMG00870.1"	"Arabidopsis thaliana"	0	0	0	1	0	1
"ATMG00880.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"ATMG00890.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"ATMG01000.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"ATMG01050.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"ATMG01100.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"ATMG01140.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"ATMG01150.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"ATMG01230.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"ATMG01240.1"	"Arabidopsis thaliana"	0	1	0	1	1	1
"ATMG01260.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"ATMG01290.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"ATMG01300.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"ATMG01350.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"ATMG01400.1"	"Arabidopsis thaliana"	1	0	1	1	0	1
"mikado.1G98.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G158.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G167.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G534.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G555.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G1758.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G1980.1"	"Arabidopsis thaliana"	1	1	1	0	0	0
"mikado.1G2059.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G2080.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G2084.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G2142.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G2182.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G2332.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G2386.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G2459.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G2889.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G2943.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G3132.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G3356.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G3421.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G3487.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G3505.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G3522.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G3539.1"	"Arabidopsis thaliana"	1	1	1	0	0	0
"mikado.1G3659.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G3663.1"	"Arabidopsis thaliana"	1	1	1	0	0	0
"mikado.1G3729.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G3741.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G3740.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G3895.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G3901.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G3914.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G3917.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G3918.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G3936.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G3993.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4040.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4057.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G4075.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4076.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G4080.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4081.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4100.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G4195.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G4196.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4210.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4255.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4256.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4295.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4300.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4308.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4342.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4405.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4416.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4432.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4442.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4449.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4452.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4455.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4479.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4498.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4515.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G4558.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4563.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4572.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4584.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4586.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4587.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4591.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4590.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4592.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4614.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4615.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4616.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4624.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4626.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4633.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G4634.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G4644.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4645.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4647.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G4648.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4650.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4651.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4649.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4658.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4659.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4661.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4681.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4693.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4707.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4711.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4714.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4717.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4720.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4728.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4729.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4730.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4732.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4737.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4750.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4757.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4758.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4761.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4765.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4769.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4766.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4768.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4774.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4775.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4778.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4779.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4780.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4784.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4791.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4792.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4793.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4810.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4818.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4819.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4821.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4826.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4832.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4834.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4835.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4838.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4842.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4845.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4846.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4851.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4854.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4859.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G4868.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4874.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4875.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4876.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4877.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4880.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4884.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4891.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4892.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4893.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4895.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4897.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4898.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4900.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4901.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4905.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4912.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4913.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4914.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4916.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4918.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4919.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4921.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4922.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4925.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4924.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4928.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G4930.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4934.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4935.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4939.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4940.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4944.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4945.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4946.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4948.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4949.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4951.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4955.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4956.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4958.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4960.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4965.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G4966.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4977.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4980.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4983.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4989.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4991.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G4992.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G4995.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5003.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5004.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5006.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5009.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5010.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5018.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5021.1"	"Arabidopsis thaliana"	1	1	0	0	1	0
"mikado.1G5026.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5027.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5030.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5032.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5035.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5040.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5048.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5049.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5050.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5051.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5052.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5054.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5065.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5066.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5070.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5085.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5088.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5089.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5093.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5097.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5102.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5104.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5107.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5108.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5112.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5116.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5118.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G5120.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G5124.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5125.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5126.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5130.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5131.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5133.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5136.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5139.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5142.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5144.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5152.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5160.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5167.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5168.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5169.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5170.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5173.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G5171.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5178.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5176.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5179.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5180.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5181.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5187.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5186.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5189.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5191.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5194.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5199.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5200.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5201.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5220.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5221.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5222.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5224.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5225.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5233.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5241.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5245.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5246.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5247.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5248.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5250.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5252.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5255.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G5274.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5277.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5282.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5284.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5294.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5299.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5302.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5345.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5368.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5376.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5379.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5383.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5392.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5398.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5403.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5413.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5429.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5434.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5438.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5463.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5466.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5473.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5482.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5508.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5509.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5513.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5522.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5527.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G5551.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G5570.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5572.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5577.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5604.1"	"Arabidopsis thaliana"	0	1	0	1	1	0
"mikado.1G5659.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5720.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5728.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G5735.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5789.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5831.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5832.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G5864.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G6186.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G6318.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G6374.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G6422.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G6432.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G6447.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G6566.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G6652.1"	"Arabidopsis thaliana"	1	1	1	0	0	0
"mikado.1G6655.1"	"Arabidopsis thaliana"	1	1	1	0	1	0
"mikado.1G6658.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G6777.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G6831.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G6832.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G7062.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G7129.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G7373.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G7507.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G7939.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G8076.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G8175.1"	"Arabidopsis thaliana"	1	1	1	0	0	0
"mikado.1G8185.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.1G8583.1"	"Arabidopsis thaliana"	1	1	1	0	0	0
"mikado.1G8583.2"	"Arabidopsis thaliana"	1	1	1	0	0	0
"mikado.1G8691.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G9070.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.1G9142.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.1G9706.1"	"Arabidopsis thaliana"	1	1	1	1	0	0
"mikado.1G9838.1"	"Arabidopsis thaliana"	1	1	1	1	1	0
"mikado.2G5.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.2G11.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.2G13.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.2G18.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.2G22.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
"mikado.2G23.1"	"Arabidopsis thaliana"	1	1	0	1	1	0
"mikado.2G21.1"	"Arabidopsis thaliana"	0	1	0	0	1	0
