"qseqid"	"MIND"	"BIND"	"DirInf"	"Maker"	"Braker"	"NCBI"
"rna-gnl|WGS:POTR|OsKitaake07g142350.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g142400.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g145600.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g146550.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g148050.1"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g152550.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g154800.1"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g154925.1"	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g155700.1"	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g156300.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g157801.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g158100.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g164750.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g165300.1"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g165901.1"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g165901.2"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g165901.3"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g165901.4"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g166701.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g166800.3"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g169700.1"	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g171000.1"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g171000.2"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g171000.3"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g171000.4"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g171000.5"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g171000.6"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g173550.1"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g173550.2"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g173550.3"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g173550.4"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g174700.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g179400.1"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g181650.1"	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g183500.1"	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g185833.1"	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g187800.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g188150.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g189401.1"	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g189950.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g190400.1"	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g191301.1"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g193000.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g194950.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g195400.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g197733.1"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g197766.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g198700.1"	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g199400.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g199950.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g200250.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g200450.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g201200.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g201700.1"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g203100.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g204601.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g204850.1"	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g204900.1"	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g205100.1"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g206300.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g210150.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g211700.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g212000.1"	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g212500.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g216800.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g218100.1"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g218100.2"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g218100.3"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g218100.4"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g222200.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g222300.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g222350.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g224100.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g224300.2"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g224700.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g226100.1"	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g226300.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g226600.1"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g226750.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g229100.1"	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g232200.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g234201.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g236200.1"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g242600.2"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g242600.3"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g242600.4"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g242600.5"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g242600.7"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g242900.1"	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g252150.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g252650.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g253100.1"	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g253250.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g254700.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g254900.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g255450.1"	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g257650.1"	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g257950.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g258550.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g260400.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g265200.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g268850.1"	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g269100.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g269800.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g273600.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g273750.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g273900.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g276200.1"	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g276325.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g276350.1"	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g276375.1"	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g277100.1"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g277800.1"	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g277800.2"	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g278600.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g279050.1"	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g280900.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g281100.1"	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g281550.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g282632.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g282700.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake07g283100.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g004500.1"	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g006000.1"	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g007801.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g008000.2"	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g015900.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g020032.1"	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g021150.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g021600.1"	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g026301.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g028933.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g030000.1"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g030100.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g030200.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g030250.1"	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g030700.1"	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g034600.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g035200.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g037250.1"	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g039100.1"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g039550.1"	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g040050.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g041100.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g043100.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g043101.1"	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g045450.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g047300.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g050550.1"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g050550.2"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g050900.1"	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g051400.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g051450.1"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g052600.1"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g054601.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g055000.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g055300.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g055900.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g057050.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g063366.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g063600.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g064800.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g065400.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g066000.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g068101.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g068600.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g069400.1"	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g069514.1"	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g069521.1"	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g069800.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g069800.2"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g069800.3"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g069800.4"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g070000.1"	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g070366.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g074850.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g075400.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g075466.1"	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g077200.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g078350.1"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g078400.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g079100.1"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g079100.2"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g080150.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g080800.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g081266.1"	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g083800.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g086050.1"	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g086150.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g092250.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g092700.1"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g093100.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g094500.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g096200.1"	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g096300.1"	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g097700.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g101200.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g102200.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g103450.1"	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g104401.1"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g106600.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g107700.1"	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g108200.1"	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g108500.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g108600.1"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g110340.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g110380.1"	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g116900.1"	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g117500.1"	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g117600.1"	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g121100.1"	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g123350.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g123350.2"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g123350.3"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g123350.4"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g124232.1"	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g124500.1"	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g125400.1"	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g125800.1"	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g125900.1"	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g126300.1"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g126600.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g127300.1"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g127300.2"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g127300.3"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g127300.4"	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g127400.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g127450.1"	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g127900.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g128450.1"	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g129500.1"	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"rna-gnl|WGS:POTR|OsKitaake08g129533.1"	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE
