"qseqid"	"DirInf"	"Maker"	"Braker"	"NCBI"
"g11063.t1"	FALSE	FALSE	TRUE	FALSE
"g11064.t1"	FALSE	FALSE	TRUE	FALSE
"g11073.t1"	FALSE	FALSE	TRUE	FALSE
"g11076.t1"	FALSE	FALSE	TRUE	FALSE
"g1107.t1"	FALSE	FALSE	TRUE	FALSE
"g11081.t1"	FALSE	FALSE	TRUE	FALSE
"g11081.t2"	FALSE	FALSE	TRUE	FALSE
"g11082.t1"	FALSE	FALSE	TRUE	FALSE
"g11086.t1"	FALSE	FALSE	TRUE	FALSE
"g11087.t1"	FALSE	FALSE	TRUE	FALSE
"g11096.t1"	FALSE	FALSE	TRUE	FALSE
"g11098.t1"	FALSE	TRUE	TRUE	FALSE
"g11101.t1"	FALSE	FALSE	TRUE	FALSE
"g11102.t1"	FALSE	FALSE	TRUE	FALSE
"g11103.t1"	FALSE	FALSE	TRUE	FALSE
"g1110.t1"	FALSE	FALSE	TRUE	FALSE
"g11111.t1"	FALSE	FALSE	TRUE	FALSE
"g11112.t1"	FALSE	FALSE	TRUE	FALSE
"g11113.t1"	FALSE	FALSE	TRUE	FALSE
"g11114.t1"	FALSE	FALSE	TRUE	FALSE
"g11117.t1"	FALSE	FALSE	TRUE	FALSE
"g11118.t1"	FALSE	FALSE	TRUE	FALSE
"g11125.t1"	FALSE	FALSE	TRUE	FALSE
"g1112.t1"	FALSE	FALSE	TRUE	FALSE
"g11141.t1"	FALSE	FALSE	TRUE	FALSE
"g11142.t1"	FALSE	FALSE	TRUE	FALSE
"g11144.t1"	FALSE	FALSE	TRUE	FALSE
"g11152.t1"	FALSE	FALSE	TRUE	FALSE
"g11153.t1"	FALSE	FALSE	TRUE	FALSE
"g11156.t1"	FALSE	FALSE	TRUE	FALSE
"g1115.t1"	FALSE	FALSE	TRUE	FALSE
"g11161.t1"	FALSE	FALSE	TRUE	FALSE
"g11163.t1"	FALSE	FALSE	TRUE	FALSE
"g11166.t1"	FALSE	FALSE	TRUE	FALSE
"g1116.t1"	FALSE	FALSE	TRUE	FALSE
"g11170.t1"	FALSE	FALSE	TRUE	FALSE
"g11177.t1"	FALSE	FALSE	TRUE	FALSE
"g11184.t1"	FALSE	FALSE	TRUE	FALSE
"g11186.t1"	FALSE	FALSE	TRUE	FALSE
"g11190.t1"	FALSE	FALSE	TRUE	FALSE
"g11201.t1"	FALSE	FALSE	TRUE	FALSE
"g11206.t1"	FALSE	FALSE	TRUE	FALSE
"g11210.t1"	FALSE	FALSE	TRUE	FALSE
"g1122.t1"	FALSE	FALSE	TRUE	FALSE
"g11234.t1"	FALSE	TRUE	TRUE	FALSE
"g11235.t1"	FALSE	FALSE	TRUE	FALSE
"g1123.t1"	FALSE	FALSE	TRUE	FALSE
"g11243.t1"	FALSE	FALSE	TRUE	FALSE
"g11244.t1"	FALSE	FALSE	TRUE	FALSE
"g11245.t1"	FALSE	FALSE	TRUE	FALSE
"g11246.t1"	FALSE	FALSE	TRUE	FALSE
"g1124.t1"	FALSE	FALSE	TRUE	FALSE
"g11263.t1"	FALSE	FALSE	TRUE	FALSE
"g11265.t1"	FALSE	FALSE	TRUE	FALSE
"g11269.t1"	FALSE	FALSE	TRUE	FALSE
"g11271.t1"	FALSE	FALSE	TRUE	FALSE
"g11272.t1"	FALSE	FALSE	TRUE	FALSE
"g11273.t1"	FALSE	FALSE	TRUE	FALSE
"g11281.t1"	FALSE	TRUE	TRUE	FALSE
"g11282.t1"	FALSE	FALSE	TRUE	FALSE
"g11283.t1"	FALSE	FALSE	TRUE	FALSE
"g11288.t1"	FALSE	FALSE	TRUE	FALSE
"g11289.t1"	FALSE	FALSE	TRUE	FALSE
"g1128.t1"	FALSE	FALSE	TRUE	FALSE
"g1129.t1"	FALSE	FALSE	TRUE	FALSE
"g11307.t1"	FALSE	FALSE	TRUE	FALSE
"g11309.t1"	FALSE	FALSE	TRUE	FALSE
"g11312.t3"	FALSE	FALSE	TRUE	FALSE
"g11314.t1"	FALSE	FALSE	TRUE	FALSE
"g11316.t1"	FALSE	FALSE	TRUE	FALSE
"g11316.t2"	FALSE	FALSE	TRUE	FALSE
"g11316.t3"	FALSE	FALSE	TRUE	FALSE
"g11318.t1"	FALSE	TRUE	TRUE	FALSE
"g1131.t1"	FALSE	FALSE	TRUE	FALSE
"g11320.t1"	FALSE	TRUE	TRUE	FALSE
"g1132.t1"	FALSE	FALSE	TRUE	FALSE
"g11330.t1"	FALSE	FALSE	TRUE	FALSE
"g11331.t1"	FALSE	FALSE	TRUE	FALSE
"g11332.t1"	FALSE	FALSE	TRUE	FALSE
"g11335.t1"	FALSE	FALSE	TRUE	FALSE
"g11336.t1"	FALSE	FALSE	TRUE	FALSE
"g1133.t1"	FALSE	FALSE	TRUE	FALSE
"g11344.t1"	FALSE	FALSE	TRUE	FALSE
"g11346.t1"	FALSE	FALSE	TRUE	FALSE
"g11347.t1"	FALSE	FALSE	TRUE	FALSE
"g11353.t1"	FALSE	FALSE	TRUE	FALSE
"g11363.t1"	FALSE	FALSE	TRUE	FALSE
"g11369.t1"	FALSE	FALSE	TRUE	FALSE
"g11376.t1"	FALSE	FALSE	TRUE	FALSE
"g11378.t1"	FALSE	FALSE	TRUE	FALSE
"g11380.t1"	FALSE	FALSE	TRUE	FALSE
"g11383.t1"	FALSE	FALSE	TRUE	FALSE
"g11385.t1"	FALSE	TRUE	TRUE	FALSE
"g11388.t1"	FALSE	TRUE	TRUE	FALSE
"g11395.t1"	FALSE	TRUE	TRUE	FALSE
"g11396.t1"	FALSE	TRUE	TRUE	FALSE
"g1139.t1"	FALSE	FALSE	TRUE	FALSE
"g11404.t1"	FALSE	FALSE	TRUE	FALSE
"g11406.t1"	FALSE	FALSE	TRUE	FALSE
"g11409.t1"	FALSE	FALSE	TRUE	FALSE
"g1140.t1"	FALSE	FALSE	TRUE	FALSE
"g11410.t1"	FALSE	FALSE	TRUE	FALSE
"g11411.t1"	FALSE	FALSE	TRUE	FALSE
"g11415.t1"	FALSE	FALSE	TRUE	FALSE
"g11417.t1"	FALSE	FALSE	TRUE	FALSE
"g11421.t1"	FALSE	FALSE	TRUE	FALSE
"g11423.t1"	FALSE	FALSE	TRUE	FALSE
"g11427.t1"	FALSE	FALSE	TRUE	FALSE
"g11429.t1"	FALSE	FALSE	TRUE	FALSE
"g11437.t1"	FALSE	FALSE	TRUE	FALSE
"g11440.t1"	FALSE	FALSE	TRUE	FALSE
"g11441.t1"	FALSE	FALSE	TRUE	FALSE
"g11448.t1"	FALSE	FALSE	TRUE	FALSE
"g11450.t1"	FALSE	FALSE	TRUE	FALSE
"g11452.t1"	FALSE	FALSE	TRUE	FALSE
"g11455.t1"	FALSE	FALSE	TRUE	FALSE
"g11456.t1"	FALSE	FALSE	TRUE	FALSE
"g11457.t1"	FALSE	FALSE	TRUE	FALSE
"g11461.t1"	FALSE	FALSE	TRUE	FALSE
"g11462.t1"	FALSE	TRUE	TRUE	FALSE
"g11465.t1"	FALSE	FALSE	TRUE	FALSE
"g11473.t1"	FALSE	FALSE	TRUE	FALSE
"g11477.t1"	FALSE	FALSE	TRUE	FALSE
"g11478.t1"	FALSE	TRUE	TRUE	FALSE
"g11480.t1"	FALSE	FALSE	TRUE	FALSE
"g11481.t1"	FALSE	FALSE	TRUE	FALSE
"g1148.t1"	FALSE	TRUE	TRUE	FALSE
"g11490.t1"	FALSE	FALSE	TRUE	FALSE
"g11495.t1"	FALSE	FALSE	TRUE	FALSE
"g11500.t1"	FALSE	FALSE	TRUE	FALSE
"g11501.t1"	FALSE	FALSE	TRUE	FALSE
"g1150.t1"	FALSE	FALSE	TRUE	FALSE
"g11511.t1"	FALSE	TRUE	TRUE	FALSE
"g11515.t1"	FALSE	TRUE	TRUE	FALSE
"g11519.t1"	FALSE	FALSE	TRUE	FALSE
"g1151.t1"	FALSE	FALSE	TRUE	FALSE
"g11529.t1"	FALSE	FALSE	TRUE	FALSE
"g1152.t1"	FALSE	FALSE	TRUE	FALSE
"g11539.t1"	FALSE	FALSE	TRUE	FALSE
"g11540.t1"	FALSE	FALSE	TRUE	FALSE
"g11541.t1"	FALSE	FALSE	TRUE	FALSE
"g11542.t1"	FALSE	FALSE	TRUE	FALSE
"g11543.t1"	FALSE	FALSE	TRUE	FALSE
"g11544.t1"	FALSE	FALSE	TRUE	FALSE
"g11550.t1"	FALSE	FALSE	TRUE	FALSE
"g11551.t1"	FALSE	FALSE	TRUE	FALSE
"g11552.t1"	FALSE	FALSE	TRUE	FALSE
"g11554.t1"	FALSE	FALSE	TRUE	FALSE
"g11555.t1"	FALSE	FALSE	TRUE	FALSE
"g11556.t1"	FALSE	FALSE	TRUE	FALSE
"g11557.t1"	FALSE	FALSE	TRUE	FALSE
"g11558.t1"	FALSE	FALSE	TRUE	FALSE
"g11559.t1"	FALSE	FALSE	TRUE	FALSE
"g1155.t1"	FALSE	FALSE	TRUE	FALSE
"g11561.t1"	FALSE	FALSE	TRUE	FALSE
"g11563.t1"	FALSE	FALSE	TRUE	FALSE
"g11565.t1"	FALSE	FALSE	TRUE	FALSE
"g11571.t1"	FALSE	FALSE	TRUE	FALSE
"g11579.t1"	FALSE	TRUE	TRUE	FALSE
"g1158.t1"	FALSE	FALSE	TRUE	FALSE
"g11595.t1"	FALSE	FALSE	TRUE	FALSE
"g11598.t1"	FALSE	FALSE	TRUE	FALSE
"g1159.t1"	FALSE	FALSE	TRUE	FALSE
"g11601.t1"	FALSE	FALSE	TRUE	FALSE
"g11607.t1"	FALSE	FALSE	TRUE	FALSE
"g11608.t1"	FALSE	FALSE	TRUE	FALSE
"g11609.t1"	FALSE	FALSE	TRUE	FALSE
"g11622.t1"	FALSE	FALSE	TRUE	FALSE
"g11629.t1"	FALSE	FALSE	TRUE	FALSE
"g11633.t1"	FALSE	FALSE	TRUE	FALSE
"g11634.t1"	FALSE	FALSE	TRUE	FALSE
"g11642.t1"	FALSE	TRUE	TRUE	FALSE
"g1164.t1"	FALSE	FALSE	TRUE	FALSE
"g11658.t1"	FALSE	FALSE	TRUE	FALSE
"g11660.t1"	FALSE	FALSE	TRUE	FALSE
"g11663.t1"	FALSE	FALSE	TRUE	FALSE
"g11665.t1"	FALSE	FALSE	TRUE	FALSE
"g11666.t1"	FALSE	FALSE	TRUE	FALSE
"g11667.t1"	FALSE	FALSE	TRUE	FALSE
"g11668.t1"	FALSE	FALSE	TRUE	FALSE
"g11669.t1"	FALSE	FALSE	TRUE	FALSE
"g11671.t1"	FALSE	FALSE	TRUE	FALSE
"g11683.t1"	FALSE	FALSE	TRUE	FALSE
"g11685.t1"	FALSE	TRUE	TRUE	FALSE
"g11686.t1"	FALSE	FALSE	TRUE	FALSE
"g11694.t1"	FALSE	FALSE	TRUE	FALSE
"g11695.t1"	FALSE	FALSE	TRUE	FALSE
"g11696.t1"	FALSE	FALSE	TRUE	FALSE
"g11699.t1"	FALSE	FALSE	TRUE	FALSE
"g116.t1"	FALSE	FALSE	TRUE	FALSE
"g11701.t1"	FALSE	FALSE	TRUE	FALSE
"g11703.t1"	FALSE	FALSE	TRUE	FALSE
"g11706.t1"	FALSE	FALSE	TRUE	FALSE
"g11707.t1"	FALSE	FALSE	TRUE	FALSE
"g11708.t1"	FALSE	FALSE	TRUE	FALSE
"g11709.t1"	FALSE	FALSE	TRUE	FALSE
"g11715.t1"	FALSE	FALSE	TRUE	FALSE
"g1171.t1"	FALSE	FALSE	TRUE	FALSE
"g11731.t1"	FALSE	FALSE	TRUE	FALSE
"g11734.t1"	FALSE	FALSE	TRUE	FALSE
"g11736.t1"	FALSE	FALSE	TRUE	FALSE
"g11737.t1"	FALSE	FALSE	TRUE	FALSE
"g11740.t1"	FALSE	FALSE	TRUE	FALSE
"g11741.t1"	FALSE	FALSE	TRUE	FALSE
"g11742.t1"	FALSE	FALSE	TRUE	FALSE
"g11743.t1"	FALSE	FALSE	TRUE	FALSE
"g11744.t1"	FALSE	FALSE	TRUE	FALSE
"g11745.t1"	FALSE	FALSE	TRUE	FALSE
"g11746.t1"	FALSE	FALSE	TRUE	FALSE
"g11752.t1"	FALSE	FALSE	TRUE	FALSE
"g11756.t1"	FALSE	FALSE	TRUE	FALSE
"g11757.t1"	FALSE	FALSE	TRUE	FALSE
"g11763.t1"	FALSE	FALSE	TRUE	FALSE
"g11769.t1"	FALSE	FALSE	TRUE	FALSE
"g1176.t1"	FALSE	FALSE	TRUE	FALSE
"g11771.t1"	FALSE	TRUE	TRUE	FALSE
"g11777.t1"	FALSE	FALSE	TRUE	FALSE
"g11779.t1"	FALSE	FALSE	TRUE	FALSE
"g1177.t1"	FALSE	FALSE	TRUE	FALSE
"g11782.t1"	FALSE	FALSE	TRUE	FALSE
"g11786.t1"	FALSE	FALSE	TRUE	FALSE
"g1178.t1"	FALSE	FALSE	TRUE	FALSE
"g11790.t1"	FALSE	FALSE	TRUE	FALSE
"g11791.t1"	FALSE	FALSE	TRUE	FALSE
"g11794.t1"	FALSE	FALSE	TRUE	FALSE
"g11795.t1"	FALSE	FALSE	TRUE	FALSE
"g11796.t1"	FALSE	FALSE	TRUE	FALSE
"g11798.t1"	FALSE	FALSE	TRUE	FALSE
"g1179.t1"	FALSE	FALSE	TRUE	FALSE
"g11801.t1"	FALSE	FALSE	TRUE	FALSE
"g11803.t1"	FALSE	FALSE	TRUE	FALSE
"g11806.t1"	FALSE	TRUE	TRUE	FALSE
"g11807.t1"	FALSE	FALSE	TRUE	FALSE
"g11808.t1"	FALSE	FALSE	TRUE	FALSE
"g11809.t1"	FALSE	FALSE	TRUE	FALSE
"g1180.t1"	FALSE	FALSE	TRUE	FALSE
"g11810.t1"	FALSE	FALSE	TRUE	FALSE
"g11815.t1"	FALSE	FALSE	TRUE	FALSE
"g11816.t1"	FALSE	FALSE	TRUE	FALSE
"g11819.t1"	FALSE	FALSE	TRUE	FALSE
"g1181.t1"	FALSE	FALSE	TRUE	FALSE
"g11840.t1"	FALSE	FALSE	TRUE	FALSE
"g11842.t1"	FALSE	FALSE	TRUE	FALSE
"g11844.t1"	FALSE	FALSE	TRUE	FALSE
"g11848.t1"	FALSE	FALSE	TRUE	FALSE
"g11850.t1"	FALSE	FALSE	TRUE	FALSE
"g11851.t1"	FALSE	FALSE	TRUE	FALSE
"g11854.t1"	FALSE	FALSE	TRUE	FALSE
"g11857.t1"	FALSE	FALSE	TRUE	FALSE
"g11860.t1"	FALSE	FALSE	TRUE	FALSE
"g11864.t1"	FALSE	FALSE	TRUE	FALSE
"g11865.t1"	FALSE	FALSE	TRUE	FALSE
"g11867.t1"	FALSE	FALSE	TRUE	FALSE
"g11868.t1"	FALSE	FALSE	TRUE	FALSE
"g11869.t1"	FALSE	FALSE	TRUE	FALSE
"g1186.t1"	FALSE	FALSE	TRUE	FALSE
"g11870.t1"	FALSE	FALSE	TRUE	FALSE
"g11872.t1"	FALSE	FALSE	TRUE	FALSE
"g11873.t1"	FALSE	FALSE	TRUE	FALSE
"g11874.t1"	FALSE	FALSE	TRUE	FALSE
"g11875.t1"	FALSE	FALSE	TRUE	FALSE
"g11880.t1"	FALSE	FALSE	TRUE	FALSE
"g11881.t1"	FALSE	FALSE	TRUE	FALSE
"g11882.t1"	FALSE	FALSE	TRUE	FALSE
"g11883.t1"	FALSE	FALSE	TRUE	FALSE
"g11886.t1"	FALSE	FALSE	TRUE	FALSE
"g11887.t1"	FALSE	FALSE	TRUE	FALSE
"g11889.t1"	FALSE	TRUE	TRUE	FALSE
"g11899.t1"	FALSE	FALSE	TRUE	FALSE
"g1189.t1"	FALSE	FALSE	TRUE	FALSE
"g11901.t1"	FALSE	FALSE	TRUE	FALSE
"g11903.t1"	FALSE	FALSE	TRUE	FALSE
"g11904.t1"	FALSE	FALSE	TRUE	FALSE
"g11905.t1"	FALSE	FALSE	TRUE	FALSE
"g11907.t1"	FALSE	FALSE	TRUE	FALSE
"g11908.t1"	FALSE	FALSE	TRUE	FALSE
"g11909.t1"	FALSE	FALSE	TRUE	FALSE
"g11919.t1"	FALSE	FALSE	TRUE	FALSE
"g11920.t1"	FALSE	FALSE	TRUE	FALSE
"g11922.t1"	FALSE	FALSE	TRUE	FALSE
"g11923.t1"	FALSE	FALSE	TRUE	FALSE
"g11931.t1"	FALSE	FALSE	TRUE	FALSE
"g11935.t1"	FALSE	FALSE	TRUE	FALSE
"g11939.t1"	FALSE	FALSE	TRUE	FALSE
"g11941.t1"	FALSE	FALSE	TRUE	FALSE
"g11943.t1"	FALSE	FALSE	TRUE	FALSE
"g11945.t1"	FALSE	FALSE	TRUE	FALSE
"g11951.t1"	FALSE	FALSE	TRUE	FALSE
"g11961.t1"	FALSE	FALSE	TRUE	FALSE
"g11966.t1"	FALSE	FALSE	TRUE	FALSE
"g11967.t1"	FALSE	FALSE	TRUE	FALSE
"g11969.t1"	FALSE	FALSE	TRUE	FALSE
"g11970.t1"	FALSE	FALSE	TRUE	FALSE
"g11972.t1"	FALSE	FALSE	TRUE	FALSE
"g11974.t1"	FALSE	FALSE	TRUE	FALSE
"g11975.t1"	FALSE	FALSE	TRUE	FALSE
"g11976.t1"	FALSE	FALSE	TRUE	FALSE
"g11977.t1"	FALSE	FALSE	TRUE	FALSE
"g1197.t1"	FALSE	FALSE	TRUE	FALSE
"g11988.t1"	FALSE	TRUE	TRUE	FALSE
"g11988.t2"	FALSE	TRUE	TRUE	FALSE
"g11993.t1"	FALSE	TRUE	TRUE	FALSE
"g12001.t1"	FALSE	FALSE	TRUE	FALSE
"g1200.t1"	FALSE	TRUE	TRUE	FALSE
"g12013.t1"	FALSE	FALSE	TRUE	FALSE
"g12015.t1"	FALSE	FALSE	TRUE	FALSE
"g12017.t1"	FALSE	FALSE	TRUE	FALSE
"g12019.t1"	FALSE	FALSE	TRUE	FALSE
"g1201.t1"	FALSE	FALSE	TRUE	FALSE
"g12021.t1"	FALSE	FALSE	TRUE	FALSE
"g12021.t2"	FALSE	FALSE	TRUE	FALSE
"g12025.t1"	FALSE	TRUE	TRUE	FALSE
"g12025.t2"	FALSE	TRUE	TRUE	FALSE
"g12025.t3"	FALSE	TRUE	TRUE	FALSE
"g1202.t1"	FALSE	FALSE	TRUE	FALSE
"g12033.t1"	FALSE	FALSE	TRUE	FALSE
"g12035.t1"	FALSE	TRUE	TRUE	FALSE
"g12037.t1"	FALSE	FALSE	TRUE	FALSE
"g1203.t1"	FALSE	TRUE	TRUE	FALSE
"g12041.t1"	FALSE	FALSE	TRUE	FALSE
"g12042.t1"	FALSE	FALSE	TRUE	FALSE
"g12045.t1"	FALSE	FALSE	TRUE	FALSE
"g12048.t1"	FALSE	FALSE	TRUE	FALSE
"g12049.t1"	FALSE	FALSE	TRUE	FALSE
"g12050.t1"	FALSE	FALSE	TRUE	FALSE
"g12052.t1"	FALSE	FALSE	TRUE	FALSE
"g12053.t1"	FALSE	FALSE	TRUE	FALSE
"g12064.t1"	FALSE	FALSE	TRUE	FALSE
"g12065.t1"	FALSE	FALSE	TRUE	FALSE
"g12066.t1"	FALSE	FALSE	TRUE	FALSE
"g12075.t1"	FALSE	FALSE	TRUE	FALSE
"g12079.t1"	FALSE	FALSE	TRUE	FALSE
"g12088.t1"	FALSE	FALSE	TRUE	FALSE
"g12090.t1"	FALSE	FALSE	TRUE	FALSE
"g1209.t1"	FALSE	FALSE	TRUE	FALSE
"g120.t1"	FALSE	FALSE	TRUE	FALSE
"g12104.t1"	FALSE	FALSE	TRUE	FALSE
"g12106.t2"	FALSE	FALSE	TRUE	FALSE
"g12122.t1"	FALSE	FALSE	TRUE	FALSE
"g12128.t1"	FALSE	FALSE	TRUE	FALSE
"g1212.t1"	FALSE	FALSE	TRUE	FALSE
"g12132.t1"	FALSE	FALSE	TRUE	FALSE
"g12133.t1"	FALSE	FALSE	TRUE	FALSE
"g12134.t1"	FALSE	FALSE	TRUE	FALSE
"g12135.t1"	FALSE	FALSE	TRUE	FALSE
"g12136.t1"	FALSE	FALSE	TRUE	FALSE
"g1213.t1"	FALSE	FALSE	TRUE	FALSE
"g12146.t1"	FALSE	FALSE	TRUE	FALSE
"g12147.t1"	FALSE	FALSE	TRUE	FALSE
"g12151.t1"	FALSE	FALSE	TRUE	FALSE
"g12153.t1"	FALSE	FALSE	TRUE	FALSE
"g12155.t1"	FALSE	FALSE	TRUE	FALSE
"g12157.t1"	FALSE	FALSE	TRUE	FALSE
"g12160.t1"	FALSE	FALSE	TRUE	FALSE
"g12161.t1"	FALSE	FALSE	TRUE	FALSE
"g12162.t1"	FALSE	FALSE	TRUE	FALSE
"g12163.t2"	FALSE	FALSE	TRUE	FALSE
"g12168.t1"	FALSE	FALSE	TRUE	FALSE
"g12169.t1"	FALSE	FALSE	TRUE	FALSE
"g12172.t1"	FALSE	FALSE	TRUE	FALSE
"g12173.t1"	FALSE	FALSE	TRUE	FALSE
"g12174.t1"	FALSE	FALSE	TRUE	FALSE
"g12176.t1"	FALSE	FALSE	TRUE	FALSE
"g12183.t1"	FALSE	FALSE	TRUE	FALSE
"g12188.t1"	FALSE	FALSE	TRUE	FALSE
"g12190.t1"	FALSE	FALSE	TRUE	FALSE
"g12191.t1"	FALSE	FALSE	TRUE	FALSE
"g12192.t1"	FALSE	FALSE	TRUE	FALSE
"g12193.t1"	FALSE	FALSE	TRUE	FALSE
"g12195.t1"	FALSE	FALSE	TRUE	FALSE
"g12196.t1"	FALSE	FALSE	TRUE	FALSE
"g12197.t1"	FALSE	FALSE	TRUE	FALSE
"g12200.t1"	FALSE	FALSE	TRUE	FALSE
"g12201.t1"	FALSE	FALSE	TRUE	FALSE
"g12203.t1"	FALSE	FALSE	TRUE	FALSE
"g12204.t1"	FALSE	FALSE	TRUE	FALSE
"g12205.t1"	FALSE	FALSE	TRUE	FALSE
"g12208.t1"	FALSE	TRUE	TRUE	FALSE
"g12213.t1"	FALSE	FALSE	TRUE	FALSE
"g12215.t1"	FALSE	FALSE	TRUE	FALSE
"g12217.t1"	FALSE	FALSE	TRUE	FALSE
"g12223.t1"	FALSE	FALSE	TRUE	FALSE
"g1222.t1"	FALSE	FALSE	TRUE	FALSE
"g12231.t1"	FALSE	TRUE	TRUE	FALSE
"g12236.t1"	FALSE	FALSE	TRUE	FALSE
"g12239.t1"	FALSE	FALSE	TRUE	FALSE
"g1223.t1"	FALSE	FALSE	TRUE	FALSE
"g12245.t1"	FALSE	FALSE	TRUE	FALSE
"g12246.t1"	FALSE	FALSE	TRUE	FALSE
"g1225.t1"	FALSE	TRUE	TRUE	FALSE
"g12260.t1"	FALSE	FALSE	TRUE	FALSE
"g12262.t1"	FALSE	FALSE	TRUE	FALSE
"g12265.t1"	FALSE	FALSE	TRUE	FALSE
"g12275.t1"	FALSE	FALSE	TRUE	FALSE
"g12276.t1"	FALSE	FALSE	TRUE	FALSE
"g12278.t1"	FALSE	TRUE	TRUE	FALSE
"g12280.t1"	FALSE	FALSE	TRUE	FALSE
"g12285.t1"	FALSE	FALSE	TRUE	FALSE
"g12286.t1"	FALSE	FALSE	TRUE	FALSE
"g12287.t1"	FALSE	FALSE	TRUE	FALSE
"g12291.t1"	FALSE	TRUE	TRUE	FALSE
"g12296.t1"	FALSE	FALSE	TRUE	FALSE
"g12297.t1"	FALSE	FALSE	TRUE	FALSE
"g12299.t1"	FALSE	FALSE	TRUE	FALSE
"g12300.t1"	FALSE	FALSE	TRUE	FALSE
"g12301.t1"	FALSE	FALSE	TRUE	FALSE
"g12305.t1"	FALSE	TRUE	TRUE	FALSE
"g12306.t1"	FALSE	FALSE	TRUE	FALSE
"g12307.t1"	FALSE	FALSE	TRUE	FALSE
"g12308.t1"	FALSE	FALSE	TRUE	FALSE
"g12311.t1"	FALSE	FALSE	TRUE	FALSE
"g12313.t1"	FALSE	FALSE	TRUE	FALSE
"g12317.t1"	FALSE	FALSE	TRUE	FALSE
"g12318.t1"	FALSE	FALSE	TRUE	FALSE
"g1231.t1"	FALSE	FALSE	TRUE	FALSE
"g12323.t1"	FALSE	FALSE	TRUE	FALSE
"g12327.t1"	FALSE	FALSE	TRUE	FALSE
"g12332.t1"	FALSE	FALSE	TRUE	FALSE
"g12336.t1"	FALSE	FALSE	TRUE	FALSE
"g1233.t1"	FALSE	FALSE	TRUE	FALSE
"g1234.t1"	FALSE	FALSE	TRUE	FALSE
"g12352.t1"	FALSE	FALSE	TRUE	FALSE
"g12358.t1"	FALSE	FALSE	TRUE	FALSE
"g12363.t1"	FALSE	FALSE	TRUE	FALSE
"g12365.t1"	FALSE	FALSE	TRUE	FALSE
"g12367.t1"	FALSE	FALSE	TRUE	FALSE
"g12368.t1"	FALSE	FALSE	TRUE	FALSE
"g1236.t1"	FALSE	FALSE	TRUE	FALSE
"g12370.t1"	FALSE	FALSE	TRUE	FALSE
"g12372.t1"	FALSE	FALSE	TRUE	FALSE
"g12376.t1"	FALSE	FALSE	TRUE	FALSE
"g12380.t1"	FALSE	FALSE	TRUE	FALSE
"g12384.t1"	FALSE	FALSE	TRUE	FALSE
"g12385.t1"	FALSE	FALSE	TRUE	FALSE
"g12386.t1"	FALSE	FALSE	TRUE	FALSE
"g1238.t1"	FALSE	FALSE	TRUE	FALSE
"g12390.t1"	FALSE	FALSE	TRUE	FALSE
"g12394.t1"	FALSE	FALSE	TRUE	FALSE
"g12401.t1"	FALSE	FALSE	TRUE	FALSE
"g12402.t1"	FALSE	FALSE	TRUE	FALSE
"g12410.t1"	FALSE	FALSE	TRUE	FALSE
"g12413.t1"	FALSE	FALSE	TRUE	FALSE
"g12414.t1"	FALSE	TRUE	TRUE	FALSE
"g12415.t1"	FALSE	TRUE	TRUE	FALSE
"g1241.t1"	FALSE	FALSE	TRUE	FALSE
"g12420.t1"	FALSE	FALSE	TRUE	FALSE
"g12420.t2"	FALSE	FALSE	TRUE	FALSE
"g12423.t1"	FALSE	FALSE	TRUE	FALSE
"g12426.t1"	FALSE	FALSE	TRUE	FALSE
"g12427.t1"	FALSE	FALSE	TRUE	FALSE
"g12429.t1"	FALSE	FALSE	TRUE	FALSE
"g12430.t1"	FALSE	FALSE	TRUE	FALSE
"g12433.t1"	FALSE	FALSE	TRUE	FALSE
"g12434.t1"	FALSE	FALSE	TRUE	FALSE
"g12437.t1"	FALSE	FALSE	TRUE	FALSE
"g12441.t1"	FALSE	FALSE	TRUE	FALSE
"g12442.t1"	FALSE	FALSE	TRUE	FALSE
"g12444.t1"	FALSE	FALSE	TRUE	FALSE
"g12447.t1"	FALSE	FALSE	TRUE	FALSE
"g12448.t1"	FALSE	FALSE	TRUE	FALSE
"g12451.t1"	FALSE	FALSE	TRUE	FALSE
"g12452.t1"	FALSE	FALSE	TRUE	FALSE
"g12454.t1"	FALSE	FALSE	TRUE	FALSE
"g12464.t1"	FALSE	FALSE	TRUE	FALSE
"g12465.t1"	FALSE	FALSE	TRUE	FALSE
"g12466.t1"	FALSE	FALSE	TRUE	FALSE
"g12469.t1"	FALSE	FALSE	TRUE	FALSE
"g1246.t1"	FALSE	FALSE	TRUE	FALSE
"g12471.t1"	FALSE	FALSE	TRUE	FALSE
"g12474.t1"	FALSE	FALSE	TRUE	FALSE
"g12475.t1"	FALSE	FALSE	TRUE	FALSE
"g12477.t1"	FALSE	FALSE	TRUE	FALSE
"g12481.t1"	FALSE	FALSE	TRUE	FALSE
"g12482.t1"	FALSE	FALSE	TRUE	FALSE
"g12486.t1"	FALSE	FALSE	TRUE	FALSE
"g12487.t1"	FALSE	FALSE	TRUE	FALSE
"g12492.t1"	FALSE	FALSE	TRUE	FALSE
"g12496.t1"	FALSE	FALSE	TRUE	FALSE
"g12497.t1"	FALSE	FALSE	TRUE	FALSE
"g12503.t1"	FALSE	FALSE	TRUE	FALSE
"g12505.t1"	FALSE	FALSE	TRUE	FALSE
