Gene_ID,PS_name,braker_S-nF1,braker_M-nF1,braker_L-nF1,braker_X-nF1,braker_38-nF1,braker_actual-nF1,maker_C1-nF1,maker_C2-nF1,maker_C3-nF1,maker_C4-nF1,maker_C5-nF1,maker_C6-nF1,maker_38-nF1,trans_mikado-38-nF1,trans_po-nF1,braker-mikado_both38-nF1,maker-mikado_both38-nF1,brakerX-mikado38.refmap-nF1
AT1G69980,Streptophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G69990,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G70000,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70020,Brassicaceae,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
AT1G70030,Eukaryota,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
AT1G70040,Brassicaceae,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G70060,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70070,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70080,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G70090,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
AT1G70100,Magnoliophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70110,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G70120,Brassicaceae,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
AT1G70130,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70140,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G70150,Eukaryota,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G70160,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70170,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70175,Arabidopsis_thaliana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
AT1G70180,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70190,cellular_organisms,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
AT1G70200,Streptophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70209,Arabidopsis_thaliana,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
AT1G70210,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70220,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G70230,Streptophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70250,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70260,Streptophyta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G70270,Magnoliophyta,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
AT1G70280,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70290,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70300,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70310,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70320,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70330,Eukaryota,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G70335,Arabidopsis_thaliana,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
AT1G70340,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70350,Magnoliophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70360,Streptophyta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G70370,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70380,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G70390,Tracheophyta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G70400,Eukaryota,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
AT1G70410,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70420,Magnoliophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70430,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70440,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G70450,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70460,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70470,Magnoliophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G70475,Arabidopsis_thaliana,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
AT1G70480,Viridiplantae,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70490,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70500,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G70505,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70510,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70520,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G70530,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70540,Magnoliophyta,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
AT1G70550,Streptophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70560,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70570,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70580,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70590,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70600,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G70610,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G70620,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70630,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70640,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70650,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70660,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70670,Viridiplantae,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70680,Viridiplantae,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70690,Tracheophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70700,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70710,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70720,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70730,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G70740,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G70750,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70760,Streptophyta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G70770,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G70780,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70790,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70800,Eukaryota,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
AT1G70810,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70820,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70830,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70840,Embryophyta,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
AT1G70850,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70860,Mesangiospermae,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
AT1G70870,Embryophyta,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
AT1G70880,Embryophyta,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
AT1G70890,Embryophyta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G70895,Mesangiospermae,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G70900,Viridiplantae,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70910,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G70920,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G70940,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70944,Arabidopsis_thaliana,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1
AT1G70949,Arabidopsis,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
AT1G70950,Streptophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70960,Embryophyta,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
AT1G70970,Embryophyta,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
AT1G70980,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G70985,malvids,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
AT1G70990,rosids,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
AT1G71000,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71010,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71015,Magnoliophyta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
AT1G71020,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71030,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G71040,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71050,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71060,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G71070,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71080,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71090,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71100,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71110,Streptophyta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G71120,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
AT1G71130,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71140,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71150,Streptophyta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G71160,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
AT1G71170,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71180,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G71190,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G71200,Magnoliophyta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G71210,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71220,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71230,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71235,Arabidopsis_thaliana,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
AT1G71240,Streptophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71250,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
AT1G71260,Eukaryota,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G71270,Eukaryota,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
AT1G71280,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G71290,malvids,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
AT1G71300,Eukaryota,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G71310,Streptophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71320,Tracheophyta,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
AT1G71330,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G71340,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71350,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71360,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71370,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G71380,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71390,cellular_organisms,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
AT1G71400,cellular_organisms,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
AT1G71410,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71420,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
AT1G71430,Streptophyta,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
AT1G71440,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71450,Eukaryota,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G71460,Eukaryota,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
AT1G71470,Brassicaceae,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
AT1G71480,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71490,Eukaryota,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
AT1G71500,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71520,Viridiplantae,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71530,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71680,Eukaryota,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
AT1G71690,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71691,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71692,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71695,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71696,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71697,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71710,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71720,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71730,Eukaryota,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1
AT1G71740,Tracheophyta,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
AT1G71750,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
AT1G71760,Eukaryota,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
AT1G71770,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
AT1G71780,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71790,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71800,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71810,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71820,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71830,cellular_organisms,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
AT1G71840,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71850,Embryophyta,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
AT1G71860,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71865,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
AT1G71866,Embryophyta,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
AT1G71870,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71880,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71890,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71900,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71910,eudicotyledons,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G71920,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71930,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71940,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71950,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71960,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71970,Magnoliophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71980,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G71990,cellular_organisms,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
AT1G72000,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72010,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72020,Viridiplantae,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72030,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G72040,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
AT1G72050,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72060,Mesangiospermae,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
AT1G72070,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G72080,Arabidopsis,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
AT1G72090,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72100,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G72110,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
AT1G72120,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72125,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72130,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72140,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72141,Arabidopsis_thaliana,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
AT1G72150,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72160,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G72170,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72175,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G72180,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G72190,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72200,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72210,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72220,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72230,Viridiplantae,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72240,eudicotyledons,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AT1G72250,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72260,Brassicaceae,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
AT1G72270,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72275,Eukaryota,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
AT1G72280,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72290,eudicotyledons,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1
AT1G72300,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72310,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72320,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72330,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72340,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72350,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G72360,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72370,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72390,Eukaryota,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G72410,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72416,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72420,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72430,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72440,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72450,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72460,cellular_organisms,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G72470,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72480,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72490,Magnoliophyta,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
AT1G72500,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G72510,Embryophyta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72520,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72530,Magnoliophyta,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
AT1G72540,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G72545,Arabidopsis_thaliana,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1
AT1G72550,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72560,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72570,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72580,Arabidopsis,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
AT1G72590,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72600,Magnoliophyta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G72610,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G72620,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G72630,Streptophyta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
AT1G72640,cellular_organisms,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
AT1G72645,Arabidopsis,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1
AT1G72650,Eukaryota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
