ID	len	gc	PS
AT2G02960	816	0.466912	Eukaryota
AT2G02970	1668	0.440647	Eukaryota
AT2G02980	1812	0.40011	Eukaryota
AT2G02990	693	0.425685	cellular_organisms
AT2G03000	1608	0.459577	Eukaryota
AT2G03010	1107	0.442638	Magnoliophyta
AT2G03020	768	0.518229	cellular_organisms
AT2G03030	615	0.42439	Embryophyta
AT2G03040	501	0.419162	Eukaryota
AT2G03050	852	0.437793	Viridiplantae
AT2G03060	1146	0.417103	Eukaryota
AT2G03070	1575	0.450794	Viridiplantae
AT2G03090	762	0.481627	cellular_organisms
AT2G03110	462	0.387446	Eukaryota
AT2G03120	1035	0.428986	Eukaryota
AT2G03130	333	0.441441	cellular_organisms
AT2G03140	5394	0.437894	cellular_organisms
AT2G03150	4023	0.440716	Eukaryota
AT2G03160	603	0.422886	Eukaryota
AT2G03170	450	0.448889	Eukaryota
AT2G03180	363	0.391185	Arabidopsis_thaliana
AT2G03190	513	0.430799	Eukaryota
AT2G03200	1386	0.429293	Eukaryota
AT2G03210	1620	0.403086	Streptophyta
AT2G03220	1677	0.422779	Viridiplantae
AT2G03230	459	0.431373	Mesangiospermae
AT2G03240	2472	0.434061	Eukaryota
AT2G03250	2160	0.418056	Eukaryota
AT2G03260	2424	0.419554	Eukaryota
AT2G03270	1920	0.427604	cellular_organisms
AT2G03280	1446	0.415629	Streptophyta
AT2G03290	642	0.417445	Eukaryota
AT2G03300	612	0.428105	Embryophyta
AT2G03310	531	0.451977	Mesangiospermae
AT2G03320	282	0.37234	Camelineae
AT2G03330	1158	0.42228	Magnoliophyta
AT2G03340	1542	0.45201	Eukaryota
AT2G03350	540	0.418519	Streptophyta
AT2G03360	1356	0.410767	cellular_organisms
AT2G03370	1359	0.415747	cellular_organisms
AT2G03380	2070	0.416425	Eukaryota
AT2G03390	663	0.435897	cellular_organisms
AT2G03410	1047	0.409742	Eukaryota
AT2G03420	513	0.423002	Viridiplantae
AT2G03430	723	0.453665	cellular_organisms
AT2G03440	564	0.512411	Embryophyta
AT2G03450	1956	0.428425	cellular_organisms
AT2G03460	774	0.453488	Magnoliophyta
AT2G03470	1353	0.411678	Streptophyta
AT2G03480	1821	0.433828	cellular_organisms
AT2G03500	1299	0.455735	Viridiplantae
AT2G03505	507	0.424063	Viridiplantae
AT2G03510	1071	0.427638	cellular_organisms
AT2G03520	1206	0.451078	cellular_organisms
AT2G03530	1197	0.426901	cellular_organisms
AT2G03550	939	0.451544	cellular_organisms
AT2G03560	1188	0.38468	Magnoliophyta
AT2G03565	201	0.447761	Arabidopsis_thaliana
AT2G03567	282	0.468085	Arabidopsis_thaliana
AT2G03570	270	0.52963	Arabidopsis_thaliana
AT2G03580	435	0.425287	Brassicaceae
AT2G03590	1173	0.42029	cellular_organisms
AT2G03600	771	0.417639	cellular_organisms
AT2G03610	651	0.396313	Brassicaceae
AT2G03620	1266	0.419431	Eukaryota
AT2G03630	933	0.397642	Magnoliophyta
AT2G03640	1269	0.429472	Eukaryota
AT2G03667	1833	0.424441	cellular_organisms
AT2G03670	1812	0.444812	cellular_organisms
AT2G03680	360	0.519444	Eukaryota
AT2G03690	681	0.472834	cellular_organisms
AT2G03710	777	0.415701	Eukaryota
AT2G03720	498	0.435743	Streptophyta
AT2G03730	1371	0.422319	cellular_organisms
AT2G03740	570	0.478947	cellular_organisms
AT2G03750	1056	0.410038	cellular_organisms
AT2G03760	981	0.413863	cellular_organisms
AT2G03770	975	0.413333	cellular_organisms
AT2G03780	864	0.424769	cellular_organisms
AT2G03800	954	0.464361	cellular_organisms
AT2G03810	1320	0.40303	Embryophyta
AT2G03820	1551	0.436493	cellular_organisms
AT2G03821	267	0.52809	Arabidopsis_thaliana
AT2G03822	174	0.390805	Arabidopsis_thaliana
AT2G03823	90	0.344444	Arabidopsis_thaliana
AT2G03830	372	0.384409	Mesangiospermae
AT2G03840	837	0.388292	Streptophyta
AT2G03850	576	0.458333	Mesangiospermae
AT2G03870	300	0.45	cellular_organisms
AT2G03880	1893	0.417855	Eukaryota
AT2G03890	1953	0.44342	cellular_organisms
AT2G03913	222	0.387387	Brassicaceae
AT2G03930	495	0.345455	Streptophyta
AT2G03931	228	0.359649	Brassicaceae
AT2G03932	273	0.307692	Camelineae
AT2G03933	228	0.350877	malvids
AT2G03936	246	0.341463	Brassicaceae
AT2G03937	180	0.361111	Brassicaceae
AT2G03955	234	0.371795	Brassicaceae
AT2G03965	918	0.438998	Camelineae
AT2G03980	1104	0.404891	cellular_organisms
AT2G04020	969	0.410733	cellular_organisms
AT2G04025	333	0.39039	Pentapetalae
AT2G04030	2343	0.434913	cellular_organisms
AT2G04031	456	0.377193	Mesangiospermae
AT2G04032	1098	0.420765	Eukaryota
AT2G04034	279	0.379928	Brassicaceae
AT2G04037	474	0.367089	Mesangiospermae
AT2G04038	501	0.399202	Viridiplantae
AT2G04039	600	0.448333	Streptophyta
AT2G04040	1431	0.454927	cellular_organisms
AT2G04041	456	0.399123	Mesangiospermae
AT2G04045	336	0.395833	malvids
AT2G04046	333	0.402402	malvids
AT2G04050	1431	0.477289	cellular_organisms
AT2G04060	1410	0.404255	Eukaryota
AT2G04062	477	0.375262	cellular_organisms
AT2G04063	339	0.495575	Brassicaceae
AT2G04066	516	0.453488	cellular_organisms
AT2G04070	1431	0.469602	cellular_organisms
AT2G04080	1431	0.467505	cellular_organisms
AT2G04090	1434	0.461646	cellular_organisms
AT2G04100	1452	0.460744	cellular_organisms
AT2G04115	456	0.368421	Mesangiospermae
AT2G04137	264	0.409091	cellular_organisms
AT2G04160	2319	0.471755	cellular_organisms
AT2G04170	1263	0.472684	Eukaryota
AT2G04190	1236	0.441748	Eukaryota
AT2G04220	924	0.45671	Embryophyta
AT2G04230	1347	0.400891	Magnoliophyta
AT2G04235	3762	0.422648	Magnoliophyta
AT2G04240	489	0.443763	Eukaryota
AT2G04270	2991	0.428954	cellular_organisms
AT2G04280	1707	0.42355	Streptophyta
AT2G04300	2556	0.39554	cellular_organisms
AT2G04305	1305	0.418391	cellular_organisms
AT2G04340	522	0.43295	Streptophytina
AT2G04350	2163	0.440129	cellular_organisms
AT2G04360	963	0.431983	cellular_organisms
AT2G04378	432	0.416667	Camelineae
AT2G04380	432	0.479167	Arabidopsis_thaliana
AT2G04390	426	0.485915	cellular_organisms
AT2G04395	435	0.418391	Streptophyta
AT2G04400	1209	0.439206	cellular_organisms
AT2G04410	222	0.445946	Embryophyta
AT2G04420	666	0.408408	Magnoliophyta
AT2G04425	306	0.366013	Brassicaceae
AT2G04430	909	0.429043	cellular_organisms
AT2G04440	648	0.424383	Eukaryota
AT2G04450	852	0.447183	cellular_organisms
AT2G04480	744	0.403226	Magnoliophyta
AT2G04495	609	0.357964	Mesangiospermae
AT2G04500	1488	0.405242	Embryophyta
AT2G04515	591	0.360406	Mesangiospermae
AT2G04520	438	0.417808	cellular_organisms
AT2G04530	1065	0.430986	cellular_organisms
AT2G04540	1386	0.448052	cellular_organisms
AT2G04550	774	0.444444	cellular_organisms
AT2G04560	1383	0.436732	cellular_organisms
AT2G04570	1053	0.459639	cellular_organisms
AT2G04620	2397	0.41844	cellular_organisms
AT2G04621	204	0.455882	Arabidopsis_thaliana
AT2G04622	246	0.394309	Brassicaceae
AT2G04630	435	0.445977	cellular_organisms
AT2G04650	1221	0.402129	cellular_organisms
AT2G04660	2598	0.408391	Eukaryota
AT2G04675	204	0.411765	Arabidopsis_thaliana
AT2G04680	1974	0.417933	Embryophyta
AT2G04690	633	0.418641	cellular_organisms
AT2G04700	441	0.433107	cellular_organisms
AT2G04740	1218	0.416256	cellular_organisms
AT2G04750	1959	0.402757	Eukaryota
AT2G04780	765	0.475817	cellular_organisms
AT2G04790	459	0.422658	Viridiplantae
AT2G04795	288	0.475694	Magnoliophyta
AT2G04800	237	0.405063	Brassicaceae
AT2G04810	1194	0.396147	Mesangiospermae
AT2G04830	303	0.392739	rosids
AT2G04840	1170	0.400855	Mesangiospermae
AT2G04842	1953	0.438812	cellular_organisms
AT2G04845	657	0.447489	cellular_organisms
AT2G04850	1215	0.495473	Eukaryota
AT2G04860	2079	0.402597	Eukaryota
AT2G04865	2004	0.443613	Magnoliophyta
AT2G04870	219	0.447489	Arabidopsis_thaliana
AT2G04880	1464	0.434426	Eukaryota
AT2G04890	1242	0.44686	cellular_organisms
AT2G04900	387	0.4677	cellular_organisms
AT2G04910	375	0.429333	Streptophyta
AT2G04920	1131	0.364279	Mesangiospermae
AT2G04925	273	0.380952	Brassicaceae
AT2G04930	834	0.416067	Eukaryota
AT2G04940	1179	0.456319	cellular_organisms
AT2G05050	582	0.429553	cellular_organisms
AT2G05060	948	0.43038	cellular_organisms
AT2G05070	798	0.52005	Viridiplantae
AT2G05100	798	0.518797	Viridiplantae
AT2G05105	486	0.427984	Brassicaceae
AT2G05117	273	0.384615	rosids
AT2G05120	2928	0.428962	Viridiplantae
AT2G05140	489	0.462168	cellular_organisms
AT2G05160	1611	0.436375	Streptophyta
AT2G05170	2799	0.424795	Eukaryota
AT2G05180	1329	0.458239	cellular_organisms
AT2G05185	267	0.41573	Arabidopsis_thaliana
AT2G05210	1404	0.411681	Viridiplantae
AT2G05220	423	0.48227	cellular_organisms
AT2G05230	2121	0.446016	cellular_organisms
AT2G05250	2121	0.446016	cellular_organisms
AT2G05260	1077	0.454039	Embryophyta
AT2G05270	105	0.361905	Arabidopsis_thaliana
AT2G05294	93	0.387097	Arabidopsis_thaliana
AT2G05310	378	0.425926	Viridiplantae
AT2G05320	1293	0.419954	Eukaryota
AT2G05330	648	0.432099	Eukaryota
AT2G05335	306	0.411765	Brassicaceae
AT2G05350	1362	0.434655	Pentapetalae
AT2G05360	1077	0.396472	Mesangiospermae
AT2G05370	636	0.422956	Embryophyta
AT2G05380	351	0.54416	Magnoliophyta
AT2G05400	585	0.413675	Brassicaceae
AT2G05410	798	0.389724	Eukaryota
AT2G05420	894	0.395973	Eukaryota
AT2G05430	567	0.395062	Brassicaceae
AT2G05440	384	0.585938	Brassicaceae
AT2G05510	384	0.588542	Brassicaceae
AT2G05520	438	0.53653	Magnoliophyta
AT2G05530	348	0.517241	Pentapetalae
AT2G05540	408	0.5	Mesangiospermae
AT2G05580	909	0.60066	malvids
AT2G05590	792	0.412879	Eukaryota
AT2G05600	720	0.416667	Mesangiospermae
AT2G05620	402	0.452736	Viridiplantae
AT2G05630	363	0.440771	Eukaryota
AT2G05632	159	0.383648	Arabidopsis_thaliana
AT2G05635	441	0.401361	Eukaryota
AT2G05642	1599	0.37586	Viridiplantae
AT2G05645	615	0.445528	Camelineae
AT2G05655	177	0.372881	Arabidopsis_thaliana
AT2G05710	2973	0.455432	cellular_organisms
AT2G05720	831	0.404332	cellular_organisms
AT2G05752	594	0.468013	Arabidopsis_thaliana
AT2G05753	225	0.417778	Arabidopsis_thaliana
AT2G05755	1206	0.43864	cellular_organisms
AT2G05760	1563	0.43826	cellular_organisms
AT2G05786	135	0.533333	Arabidopsis_thaliana
AT2G05790	1419	0.454545	Streptophyta
AT2G05810	1743	0.464142	Eukaryota
AT2G05830	1125	0.448	cellular_organisms
AT2G05840	741	0.454791	cellular_organisms
AT2G05850	1464	0.44877	cellular_organisms
AT2G05900	939	0.392971	cellular_organisms
AT2G05910	576	0.432292	cellular_organisms
AT2G05915	351	0.481481	Arabidopsis_thaliana
AT2G05920	2265	0.464459	cellular_organisms
AT2G05940	1389	0.439165	cellular_organisms
AT2G05970	1134	0.380952	Magnoliophyta
AT2G05990	1173	0.453538	cellular_organisms
AT2G06000	1611	0.410925	Eukaryota
AT2G06005	1068	0.44382	Viridiplantae
AT2G06010	567	0.455026	Streptophyta
AT2G06020	906	0.374172	Viridiplantae
AT2G06025	867	0.404844	cellular_organisms
AT2G06040	2289	0.436435	cellular_organisms
AT2G06050	1176	0.477891	cellular_organisms
AT2G06090	408	0.357843	Embryophyta
AT2G06095	351	0.438746	Arabidopsis_thaliana
AT2G06105	1173	0.482523	Mesangiospermae
AT2G06166	312	0.365385	Brassicaceae
AT2G06200	735	0.42585	Streptophyta
AT2G06210	3275	0.433893	cellular_organisms
AT2G06255	330	0.418182	Viridiplantae
AT2G06265	405	0.409877	Pentapetalae
AT2G06420	750	0.424	Pentapetalae
AT2G06425	354	0.412429	Brassicaceae
AT2G06500	1749	0.356204	Eukaryota
AT2G06510	1923	0.435777	cellular_organisms
AT2G06520	351	0.51567	Viridiplantae
AT2G06530	678	0.452802	Eukaryota
AT2G06541	1779	0.359753	Eukaryota
AT2G06555	480	0.4	Brassicaceae
AT2G06565	210	0.47619	Camelineae
AT2G06570	834	0.446043	Brassicaceae
AT2G06645	492	0.453252	Arabidopsis_thaliana
AT2G06667	189	0.402116	Brassicaceae
AT2G06675	435	0.429885	Arabidopsis_thaliana
AT2G06845	1227	0.449063	Mesangiospermae
AT2G06850	891	0.451178	cellular_organisms
AT2G06904	654	0.518349	Camelineae
AT2G06906	372	0.516129	Arabidopsis_thaliana
AT2G06908	414	0.507246	Arabidopsis_thaliana
AT2G06925	447	0.431767	Viridiplantae
AT2G06960	447	0.474273	cellular_organisms
AT2G06983	264	0.409091	Brassicaceae
AT2G06990	2988	0.423025	cellular_organisms
AT2G07000	93	0.365591	Arabidopsis_thaliana
AT2G07020	2103	0.415597	cellular_organisms
AT2G07040	1944	0.404321	cellular_organisms
AT2G07050	2280	0.443421	cellular_organisms
AT2G07110	453	0.362031	Viridiplantae
AT2G07120	1062	0.434087	Pentapetalae
AT2G07140	1329	0.41836	Embryophyta
AT2G07170	2463	0.419407	Eukaryota
AT2G07180	1329	0.437171	cellular_organisms
AT2G07190	1359	0.367918	Pentapetalae
AT2G07200	456	0.394737	Brassicaceae
AT2G07215	738	0.482385	Arabidopsis
AT2G07240	2625	0.482667	rosids
AT2G07280	1203	0.409809	Brassicaceae
AT2G07290	405	0.390123	Brassicaceae
AT2G07310	792	0.407828	Camelineae
AT2G07340	387	0.472868	Eukaryota
AT2G07360	3591	0.455583	Eukaryota
AT2G07440	411	0.374696	Streptophyta
AT2G07505	432	0.421296	Pentapetalae
AT2G07560	2850	0.447368	cellular_organisms
AT2G07565	765	0.333333	Embryophyta
AT2G07599	786	0.498728	Magnoliophyta
AT2G07613	264	0.5	Arabidopsis_thaliana
AT2G07621	348	0.485632	Brassicaceae
AT2G07623	246	0.443089	Arabidopsis_thaliana
AT2G07625	204	0.5	Arabidopsis_thaliana
AT2G07626	93	0.462366	Arabidopsis_thaliana
AT2G07627	219	0.429224	Pentapetalae
AT2G07628	300	0.483333	Arabidopsis_thaliana
AT2G07629	516	0.52907	Brassicaceae
AT2G07631	156	0.461538	Arabidopsis_thaliana
AT2G07632	129	0.418605	Arabidopsis_thaliana
AT2G07633	273	0.380952	Embryophyta
AT2G07634	126	0.515873	Arabidopsis_thaliana
AT2G07636	333	0.483483	Arabidopsis_thaliana
AT2G07637	264	0.462121	Arabidopsis_thaliana
AT2G07638	750	0.434667	Arabidopsis_thaliana
AT2G07640	471	0.452229	cellular_organisms
AT2G07641	801	0.508115	Mesangiospermae
AT2G07642	42	0.5	Arabidopsis_thaliana
AT2G07643	312	0.50641	Arabidopsis_thaliana
AT2G07644	105	0.380952	Arabidopsis_thaliana
AT2G07646	498	0.47992	Arabidopsis_thaliana
AT2G07648	138	0.413043	Arabidopsis_thaliana
AT2G07652	228	0.407895	Arabidopsis_thaliana
AT2G07654	291	0.398625	Arabidopsis_thaliana
AT2G07655	678	0.519174	Mesangiospermae
AT2G07656	822	0.482968	Pentapetalae
AT2G07658	639	0.469484	Arabidopsis_thaliana
AT2G07659	597	0.452261	Arabidopsis
AT2G07661	90	0.466667	Arabidopsis_thaliana
AT2G07662	450	0.491111	Arabidopsis_thaliana
AT2G07665	102	0.431373	Arabidopsis_thaliana
AT2G07667	657	0.487062	Brassicaceae
AT2G07669	330	0.506061	Arabidopsis_thaliana
AT2G07671	258	0.422481	cellular_organisms
AT2G07672	480	0.45625	Arabidopsis_thaliana
AT2G07673	321	0.442368	Arabidopsis
AT2G07674	975	0.540513	Mesangiospermae
AT2G07675	378	0.444444	cellular_organisms
AT2G07676	357	0.389356	Brassicaceae
AT2G07678	738	0.333333	Camelineae
AT2G07680	4215	0.410676	cellular_organisms
AT2G07681	2211	0.443691	cellular_organisms
AT2G07684	111	0.522523	Arabidopsis_thaliana
AT2G07687	798	0.424812	cellular_organisms
AT2G07689	645	0.444961	cellular_organisms
AT2G07690	2184	0.453297	cellular_organisms
AT2G07691	411	0.43309	Magnoliophyta
AT2G07692	411	0.420925	Arabidopsis_thaliana
AT2G07695	876	0.454338	cellular_organisms
AT2G07696	447	0.42953	cellular_organisms
AT2G07698	2334	0.467866	cellular_organisms
AT2G07701	321	0.445483	Arabidopsis_thaliana
AT2G07702	459	0.440087	Arabidopsis_thaliana
AT2G07705	201	0.447761	Arabidopsis_thaliana
AT2G07706	1515	0.50297	Pentapetalae
AT2G07707	477	0.39413	Viridiplantae
AT2G07708	426	0.424883	Pentapetalae
AT2G07713	369	0.482385	Arabidopsis_thaliana
AT2G07714	591	0.439932	Viridiplantae
AT2G07715	1170	0.515385	cellular_organisms
AT2G07718	942	0.435244	Viridiplantae
AT2G07719	486	0.438272	Arabidopsis_thaliana
AT2G07721	399	0.451128	Brassicaceae
AT2G07722	420	0.478571	Arabidopsis_thaliana
AT2G07724	324	0.450617	Arabidopsis_thaliana
AT2G07725	558	0.417563	Embryophyta
AT2G07727	1182	0.408629	cellular_organisms
AT2G07728	861	0.508711	Brassicaceae
AT2G07732	351	0.421652	cellular_organisms
AT2G07734	1089	0.376492	cellular_organisms
AT2G07738	267	0.426966	Arabidopsis_thaliana
AT2G07739	600	0.366667	Embryophyta
AT2G07741	1158	0.392055	cellular_organisms
AT2G07749	741	0.472335	Magnoliophyta
AT2G07750	2538	0.427896	cellular_organisms
AT2G07751	357	0.383754	cellular_organisms
AT2G07760	1593	0.451977	Mesangiospermae
AT2G07768	465	0.470968	cellular_organisms
AT2G07771	771	0.429313	cellular_organisms
AT2G07772	540	0.477778	Brassicaceae
AT2G07773	822	0.408759	Magnoliophyta
AT2G07774	351	0.447293	Brassicaceae
AT2G07775	387	0.509044	Arabidopsis_thaliana
AT2G07776	330	0.469697	rosids
AT2G07777	789	0.491762	Mesangiospermae
AT2G07779	276	0.5	Arabidopsis
AT2G07785	300	0.403333	cellular_organisms
AT2G07787	318	0.45283	Brassicaceae
AT2G07795	330	0.490909	Brassicaceae
AT2G07798	936	0.490385	Brassicaceae
AT2G07800	219	0.378995	Brassicaceae
AT2G07806	639	0.456964	Brassicaceae
AT2G07810	183	0.437158	Arabidopsis_thaliana
AT2G07815	840	0.485714	Streptophyta
AT2G07820	267	0.543071	Magnoliophyta
AT2G07825	198	0.429293	Arabidopsis_thaliana
AT2G07827	534	0.466292	Arabidopsis_thaliana
AT2G07830	123	0.512195	Arabidopsis_thaliana
AT2G07835	387	0.48062	Arabidopsis_thaliana
AT2G07981	1242	0.401771	Arabidopsis_thaliana
AT2G08986	3657	0.401422	Eukaryota
AT2G09388	462	0.443723	Arabidopsis
AT2G09838	189	0.455026	Arabidopsis_thaliana
AT2G09840	801	0.49563	Arabidopsis_thaliana
AT2G09970	501	0.389222	Embryophyta
AT2G09990	441	0.507937	cellular_organisms
AT2G10020	201	0.457711	Arabidopsis_thaliana
AT2G10025	246	0.382114	Arabidopsis_thaliana
AT2G10260	1644	0.384428	malvids
AT2G10440	2808	0.415598	Streptophyta
AT2G10450	249	0.425703	Eukaryota
AT2G10455	210	0.409524	Arabidopsis_thaliana
AT2G10535	252	0.361111	Brassicaceae
AT2G10545	735	0.481633	Arabidopsis
AT2G10550	513	0.491228	Magnoliophyta
AT2G10553	249	0.401606	Viridiplantae
AT2G10556	267	0.445693	Arabidopsis_thaliana
AT2G10557	174	0.488506	Arabidopsis_thaliana
AT2G10560	837	0.416965	Viridiplantae
AT2G10602	468	0.519231	Arabidopsis_thaliana
AT2G10608	279	0.473118	Arabidopsis_thaliana
AT2G10615	1356	0.410767	Arabidopsis
AT2G10625	438	0.420091	Mesangiospermae
AT2G10920	198	0.525253	Arabidopsis_thaliana
AT2G10930	450	0.437778	Brassicaceae
AT2G10931	201	0.537313	Arabidopsis_thaliana
AT2G10940	876	0.550228	cellular_organisms
AT2G10950	1011	0.447082	Eukaryota
AT2G10955	444	0.418919	Arabidopsis
AT2G10965	750	0.468	Arabidopsis
AT2G10970	585	0.430769	Brassicaceae
AT2G10975	402	0.383085	Brassicaceae
AT2G11000	2187	0.423868	Eukaryota
AT2G11005	513	0.586745	Arabidopsis_thaliana
AT2G11010	2082	0.495677	Brassicaceae
AT2G11015	441	0.473923	Arabidopsis
AT2G11025	186	0.473118	Arabidopsis_thaliana
AT2G11035	882	0.417234	Mesangiospermae
AT2G11045	414	0.410628	Magnoliophyta
AT2G11200	465	0.404301	Brassicaceae
AT2G11205	246	0.406504	Brassicaceae
AT2G11215	93	0.408602	Arabidopsis_thaliana
AT2G11225	963	0.457944	Arabidopsis_thaliana
AT2G11270	252	0.392857	Eukaryota
AT2G11271	126	0.484127	Arabidopsis_thaliana
AT2G11405	348	0.402299	Arabidopsis_thaliana
AT2G11462	435	0.432184	Arabidopsis_thaliana
AT2G11520	1533	0.426614	cellular_organisms
AT2G11522	126	0.444444	Arabidopsis_thaliana
AT2G11570	918	0.411765	Arabidopsis
AT2G11620	1476	0.430894	Brassicaceae
AT2G11623	333	0.465465	Eukaryota
AT2G11626	729	0.444444	Arabidopsis
AT2G11773	108	0.481481	Arabidopsis_thaliana
AT2G11778	168	0.422619	Arabidopsis_thaliana
AT2G11810	1398	0.433476	cellular_organisms
AT2G11815	411	0.416058	Arabidopsis_thaliana
AT2G11851	222	0.423423	Brassicaceae
AT2G11890	633	0.459716	Viridiplantae
AT2G11891	168	0.440476	Arabidopsis_thaliana
AT2G11910	507	0.473373	Brassicaceae
AT2G12170	249	0.441767	Camelineae
AT2G12190	1539	0.478882	cellular_organisms
AT2G12200	192	0.40625	cellular_organisms
AT2G12205	129	0.534884	Arabidopsis_thaliana
AT2G12280	273	0.432234	cellular_organisms
AT2G12290	402	0.410448	Magnoliophyta
AT2G12400	1626	0.439729	Viridiplantae
AT2G12405	351	0.444444	Arabidopsis_thaliana
AT2G12461	135	0.503704	Arabidopsis_thaliana
AT2G12462	750	0.461333	Tracheophyta
AT2G12465	252	0.365079	Brassicaceae
AT2G12475	258	0.383721	Brassicaceae
AT2G12480	1329	0.460497	cellular_organisms
AT2G12550	1689	0.446418	Eukaryota
AT2G12646	771	0.470817	Viridiplantae
AT2G12875	978	0.447853	Arabidopsis
AT2G12880	360	0.416667	Eukaryota
AT2G12900	795	0.389937	Streptophyta
AT2G12905	219	0.365297	Pentapetalae
AT2G12935	444	0.47973	Arabidopsis_thaliana
AT2G12940	885	0.40452	Viridiplantae
AT2G12945	354	0.409605	Arabidopsis_thaliana
AT2G13100	1482	0.430499	cellular_organisms
AT2G13105	411	0.462287	Camelineae
AT2G13125	375	0.450667	Arabidopsis_thaliana
AT2G13126	183	0.36612	Arabidopsis_thaliana
AT2G13150	789	0.403042	Viridiplantae
AT2G13275	366	0.428962	Arabidopsis_thaliana
AT2G13290	1086	0.456722	cellular_organisms
AT2G13295	342	0.400585	Magnoliophyta
AT2G13350	1206	0.436982	Embryophyta
AT2G13360	1206	0.480929	cellular_organisms
AT2G13370	5175	0.420097	cellular_organisms
AT2G13422	105	0.447619	Arabidopsis_thaliana
AT2G13430	543	0.447514	Arabidopsis_thaliana
AT2G13440	2172	0.459024	cellular_organisms
AT2G13450	1185	0.434599	Mesangiospermae
AT2G13463	186	0.413978	Arabidopsis_thaliana
AT2G13500	1017	0.406096	Mesangiospermae
AT2G13510	855	0.423392	Mesangiospermae
AT2G13540	2547	0.436199	Eukaryota
AT2G13542	231	0.329004	Brassicaceae
AT2G13547	213	0.488263	Arabidopsis_thaliana
AT2G13550	546	0.459707	Arabidopsis_thaliana
AT2G13555	120	0.516667	Arabidopsis_thaliana
AT2G13560	1872	0.447115	cellular_organisms
AT2G13570	648	0.408951	cellular_organisms
AT2G13600	2094	0.407354	Eukaryota
AT2G13610	1950	0.443077	cellular_organisms
AT2G13620	2466	0.438767	cellular_organisms
AT2G13630	894	0.39038	Mesangiospermae
AT2G13640	1155	0.417316	Mesangiospermae
AT2G13650	1002	0.409182	Eukaryota
AT2G13660	534	0.440075	Arabidopsis_thaliana
AT2G13680	5772	0.440575	Eukaryota
AT2G13690	1635	0.444037	Streptophytina
AT2G13720	672	0.346726	Eukaryota
AT2G13760	630	0.322222	Mesangiospermae
AT2G13770	1032	0.385659	Eukaryota
AT2G13790	1863	0.441224	cellular_organisms
AT2G13800	1806	0.441307	cellular_organisms
AT2G13810	1371	0.414296	cellular_organisms
AT2G13820	510	0.482353	Embryophyta
AT2G13840	1305	0.449808	cellular_organisms
AT2G13845	429	0.503497	Arabidopsis_thaliana
AT2G13895	702	0.393162	Mesangiospermae
AT2G13900	1986	0.415911	Magnoliophyta
AT2G13905	369	0.401084	Arabidopsis_thaliana
AT2G13950	1554	0.405405	Embryophyta
AT2G13960	453	0.434879	Eukaryota
AT2G13965	348	0.537356	Arabidopsis_thaliana
AT2G13980	516	0.412791	Magnoliophyta
AT2G13985	333	0.387387	Mesangiospermae
AT2G14000	1041	0.46878	Brassicaceae
AT2G14045	369	0.420054	Eukaryota
AT2G14050	1956	0.43047	cellular_organisms
AT2G14060	1119	0.4084	Eukaryota
AT2G14070	591	0.436548	Mesangiospermae
AT2G14080	3648	0.402961	cellular_organisms
AT2G14095	705	0.421277	Magnoliophyta
AT2G14100	1557	0.449583	cellular_organisms
AT2G14110	573	0.403141	Eukaryota
AT2G14120	2343	0.444729	Eukaryota
AT2G14160	258	0.364341	Viridiplantae
AT2G14170	1824	0.439693	cellular_organisms
AT2G14210	705	0.394326	Eukaryota
AT2G14247	237	0.49789	Brassicaceae
AT2G14255	1611	0.450031	cellular_organisms
AT2G14260	1143	0.442695	cellular_organisms
AT2G14265	336	0.386905	Arabidopsis_thaliana
AT2G14270	345	0.411594	Pentapetalae
AT2G14282	294	0.380952	Arabidopsis
AT2G14285	186	0.424731	cellular_organisms
AT2G14288	741	0.453441	Brassicaceae
AT2G14289	108	0.435185	Arabidopsis_thaliana
AT2G14290	1062	0.426554	Magnoliophyta
AT2G14365	231	0.363636	Brassicaceae
AT2G14378	363	0.429752	Mesangiospermae
AT2G14390	789	0.441065	Arabidopsis_thaliana
AT2G14395	720	0.552778	Arabidopsis_thaliana
AT2G14440	2610	0.395019	cellular_organisms
AT2G14460	126	0.507937	Arabidopsis_thaliana
AT2G14500	1044	0.386015	Mesangiospermae
AT2G14510	2607	0.397008	cellular_organisms
AT2G14520	1272	0.411164	cellular_organisms
AT2G14530	1239	0.464891	Streptophyta
AT2G14540	1224	0.431373	cellular_organisms
AT2G14560	624	0.451923	Viridiplantae
AT2G14580	486	0.493827	cellular_organisms
AT2G14610	486	0.489712	cellular_organisms
AT2G14620	900	0.42	cellular_organisms
AT2G14635	186	0.408602	Embryophyta
AT2G14660	477	0.419287	cellular_organisms
AT2G14670	1479	0.469912	cellular_organisms
AT2G14680	1890	0.418519	Viridiplantae
AT2G14690	1713	0.418564	cellular_organisms
AT2G14692	132	0.401515	Arabidopsis_thaliana
AT2G14695	1041	0.361191	Eukaryota
AT2G14700	669	0.464873	Arabidopsis_thaliana
AT2G14710	1089	0.41506	Mesangiospermae
AT2G14720	1887	0.441971	cellular_organisms
AT2G14740	1887	0.448331	cellular_organisms
AT2G14750	831	0.433213	cellular_organisms
AT2G14755	597	0.40536	Brassicaceae
AT2G14760	1026	0.474659	Viridiplantae
AT2G14765	390	0.453846	Arabidopsis_thaliana
