ID	PS	Len	GC
AT1G44130	Eukaryota	1218	0.431034
AT1G44160	cellular_organisms	1074	0.436685
AT1G44170	cellular_organisms	1455	0.444674
AT1G44180	cellular_organisms	1308	0.428899
AT1G44191	cellular_organisms	1080	0.498148
AT1G44224	Mesangiospermae	696	0.475575
AT1G44318	cellular_organisms	1221	0.45045
AT1G44350	cellular_organisms	1395	0.476703
AT1G44414	cellular_organisms	306	0.473856
AT1G44446	cellular_organisms	1611	0.426443
AT1G44478	Eukaryota	582	0.429553
AT1G44542	cellular_organisms	816	0.427696
AT1G44575	cellular_organisms	798	0.47995
AT1G44608	Magnoliophyta	531	0.440678
AT1G44740	Arabidopsis	936	0.439103
AT1G44750	Tracheophyta	1140	0.442105
AT1G44760	Streptophyta	642	0.44704
AT1G44770	Viridiplantae	816	0.438725
AT1G44780	Eukaryota	1392	0.409483
AT1G44790	cellular_organisms	600	0.438333
AT1G44800	cellular_organisms	1113	0.460916
AT1G44810	Magnoliophyta	891	0.405163
AT1G44820	cellular_organisms	1317	0.422931
AT1G44830	Viridiplantae	636	0.424528
AT1G44835	cellular_organisms	924	0.448052
AT1G44890	Mesangiospermae	846	0.42435
AT1G44895	Arabidopsis	327	0.391437
AT1G44900	cellular_organisms	2811	0.424404
AT1G44910	Eukaryota	2877	0.436218
AT1G44920	cellular_organisms	777	0.469755
AT1G44940	Arabidopsis_thaliana	246	0.430894
AT1G44941	Arabidopsis_thaliana	183	0.459016
AT1G44960	cellular_organisms	786	0.469466
AT1G44970	Eukaryota	1041	0.43708
AT1G44980	cellular_organisms	741	0.414305
AT1G44990	Arabidopsis_thaliana	225	0.497778
AT1G45000	cellular_organisms	1200	0.453333
AT1G45010	Eukaryota	696	0.418103
AT1G45015	Magnoliophyta	462	0.41342
AT1G45050	Eukaryota	486	0.44856
AT1G45063	Embryophyta	1110	0.458559
AT1G45100	cellular_organisms	1494	0.430388
AT1G45110	cellular_organisms	1032	0.445736
AT1G45130	cellular_organisms	2199	0.440655
AT1G45145	cellular_organisms	357	0.439776
AT1G45150	cellular_organisms	1932	0.449793
AT1G45160	cellular_organisms	3129	0.424097
AT1G45163	Arabidopsis_thaliana	465	0.443011
AT1G45165	Arabidopsis_thaliana	333	0.453453
AT1G45170	Streptophyta	642	0.431464
AT1G45180	Eukaryota	1938	0.44324
AT1G45190	Mesangiospermae	519	0.402697
AT1G45191	cellular_organisms	1590	0.415723
AT1G45201	cellular_organisms	1440	0.434028
AT1G45207	Streptophytina	1650	0.46
AT1G45215	Mesangiospermae	348	0.37069
AT1G45221	Mesangiospermae	348	0.373563
AT1G45223	Mesangiospermae	348	0.385057
AT1G45229	Brassicaceae	195	0.415385
AT1G45230	Viridiplantae	660	0.460606
AT1G45231	cellular_organisms	1617	0.414348
AT1G45233	Eukaryota	1359	0.417219
AT1G45243	Embryophyta	792	0.380051
AT1G45248	Mesangiospermae	315	0.460317
AT1G45249	Eukaryota	1251	0.473221
AT1G45332	cellular_organisms	2265	0.448124
AT1G45403	Brassicaceae	510	0.417647
AT1G45474	Viridiplantae	771	0.474708
AT1G45545	Eukaryota	2259	0.423196
AT1G45616	cellular_organisms	2985	0.405695
AT1G45688	Embryophyta	1029	0.450923
AT1G45976	Embryophyta	978	0.44683
AT1G46264	Eukaryota	1047	0.440306
AT1G46336	Arabidopsis_thaliana	243	0.345679
AT1G46408	Eukaryota	801	0.420724
AT1G46480	Viridiplantae	756	0.46164
AT1G46696	Brassicaceae	1851	0.52242
AT1G46768	Viridiplantae	462	0.551948
AT1G46840	Magnoliophyta	1428	0.403361
AT1G46912	Mesangiospermae	939	0.385517
AT1G46984	Embryophyta	1113	0.398922
AT1G47056	Eukaryota	1557	0.447656
AT1G47128	cellular_organisms	1389	0.468683
AT1G47130	Pentapetalae	210	0.561905
AT1G47200	Embryophyta	543	0.464088
AT1G47210	Eukaryota	579	0.416235
AT1G47220	Eukaryota	984	0.414634
AT1G47230	Eukaryota	1110	0.423423
AT1G47240	cellular_organisms	1593	0.435656
AT1G47250	cellular_organisms	834	0.461631
AT1G47260	cellular_organisms	837	0.456392
AT1G47265	Arabidopsis	231	0.47619
AT1G47270	Eukaryota	1242	0.436393
AT1G47271	cellular_organisms	582	0.43299
AT1G47278	Viridiplantae	243	0.411523
AT1G47280	Brassicaceae	243	0.497942
AT1G47290	cellular_organisms	1149	0.427328
AT1G47300	Embryophyta	921	0.396308
AT1G47310	Embryophyta	1188	0.430135
AT1G47317	Brassicaceae	312	0.397436
AT1G47330	cellular_organisms	1584	0.425505
AT1G47340	Embryophyta	1380	0.431159
AT1G47350	Mesangiospermae	1587	0.403907
AT1G47370	Embryophyta	1092	0.430403
AT1G47380	cellular_organisms	1287	0.442113
AT1G47389	Brassicaceae	723	0.39834
AT1G47390	Magnoliophyta	1113	0.39982
AT1G47395	Arabidopsis	153	0.470588
AT1G47400	Brassicaceae	153	0.45098
AT1G47410	Magnoliophyta	570	0.42807
AT1G47420	Viridiplantae	774	0.470284
AT1G47450	malvids	510	0.396078
AT1G47470	Mesangiospermae	522	0.404215
AT1G47480	cellular_organisms	945	0.46455
AT1G47485	Mesangiospermae	276	0.456522
AT1G47490	cellular_organisms	1299	0.458045
AT1G47495	Arabidopsis_thaliana	429	0.403263
AT1G47497	cellular_organisms	417	0.417266
AT1G47500	cellular_organisms	1305	0.455939
AT1G47510	Eukaryota	1005	0.39602
AT1G47530	cellular_organisms	1455	0.481787
AT1G47540	Brassicaceae	297	0.464646
AT1G47550	Eukaryota	2664	0.432432
AT1G47560	Eukaryota	2664	0.433183
AT1G47570	Eukaryota	1401	0.436831
AT1G47578	cellular_organisms	843	0.383155
AT1G47580	Embryophyta	720	0.409722
AT1G47600	cellular_organisms	1536	0.417318
AT1G47603	Tracheophyta	1182	0.406937
AT1G47610	cellular_organisms	1056	0.491477
AT1G47620	cellular_organisms	1563	0.412668
AT1G47640	Eukaryota	687	0.465793
AT1G47655	Viridiplantae	630	0.512698
AT1G47657	Arabidopsis_thaliana	1233	0.490673
AT1G47660	Arabidopsis_thaliana	828	0.53744
AT1G47670	Eukaryota	1560	0.465385
AT1G47680	Arabidopsis_thaliana	315	0.403175
AT1G47690	Arabidopsis_thaliana	153	0.398693
AT1G47695	Magnoliophyta	192	0.380208
AT1G47700	Arabidopsis_thaliana	153	0.398693
AT1G47710	cellular_organisms	1176	0.436224
AT1G47720	Viridiplantae	786	0.417303
AT1G47730	Embryophyta	1176	0.39881
AT1G47740	Eukaryota	840	0.439286
AT1G47750	Eukaryota	747	0.409639
AT1G47760	Eukaryota	555	0.403604
AT1G47765	Magnoliophyta	1158	0.373921
AT1G47770	Camelineae	618	0.433657
AT1G47780	cellular_organisms	390	0.438462
AT1G47786	cellular_organisms	561	0.413547
AT1G47790	Embryophyta	1170	0.383761
AT1G47800	Embryophyta	1164	0.414089
AT1G47810	Magnoliophyta	1056	0.393939
AT1G47813	Brassicaceae	195	0.4
AT1G47820	Magnoliophyta	291	0.388316
AT1G47830	Eukaryota	429	0.417249
AT1G47840	cellular_organisms	1482	0.452092
AT1G47845	Eukaryota	561	0.434938
AT1G47870	Eukaryota	1191	0.415617
AT1G47885	Streptophyta	324	0.410494
AT1G47890	cellular_organisms	3060	0.398693
AT1G47900	Embryophyta	3165	0.418325
AT1G47915	Magnoliophyta	222	0.432432
AT1G47920	Mesangiospermae	1140	0.411404
AT1G47940	Embryophyta	843	0.428233
AT1G47960	Magnoliophyta	618	0.420712
AT1G47970	Magnoliophyta	597	0.448911
AT1G47980	cellular_organisms	948	0.440928
AT1G47990	cellular_organisms	966	0.479296
AT1G48000	Eukaryota	732	0.441257
AT1G48010	Mesangiospermae	537	0.351955
AT1G48020	Magnoliophyta	531	0.399247
AT1G48030	cellular_organisms	1524	0.464567
AT1G48040	cellular_organisms	1152	0.460069
AT1G48050	Eukaryota	2043	0.416055
AT1G48060	Embryophyta	738	0.428184
AT1G48070	cellular_organisms	435	0.450575
AT1G48090	Eukaryota	12441	0.429869
AT1G48095	Brassicaceae	912	0.405702
AT1G48100	cellular_organisms	1428	0.476891
AT1G48110	Eukaryota	1920	0.432292
AT1G48120	cellular_organisms	4023	0.431022
AT1G48130	cellular_organisms	651	0.488479
AT1G48140	Eukaryota	270	0.462963
AT1G48145	Brassicaceae	354	0.39548
AT1G48150	Magnoliophyta	972	0.424897
AT1G48160	cellular_organisms	438	0.424658
AT1G48170	Eukaryota	462	0.445887
AT1G48175	cellular_organisms	549	0.446266
AT1G48180	Brassicaceae	720	0.463889
AT1G48190	Pentapetalae	384	0.46875
AT1G48195	Viridiplantae	249	0.445783
AT1G48200	Magnoliophyta	357	0.453782
AT1G48210	cellular_organisms	1092	0.47619
AT1G48220	cellular_organisms	1095	0.448402
AT1G48230	Eukaryota	1104	0.431159
AT1G48240	Eukaryota	798	0.43609
AT1G48260	cellular_organisms	1299	0.411085
AT1G48270	Eukaryota	981	0.453619
AT1G48280	Viridiplantae	1677	0.457961
AT1G48285	Pentapetalae	459	0.372549
AT1G48300	Streptophyta	1083	0.440443
AT1G48310	cellular_organisms	2022	0.427794
AT1G48320	cellular_organisms	471	0.443737
AT1G48325	Mesangiospermae	249	0.413655
AT1G48330	Embryophyta	228	0.45614
AT1G48350	cellular_organisms	513	0.477583
AT1G48355	Arabidopsis_thaliana	66	0.393939
AT1G48360	cellular_organisms	2241	0.424364
AT1G48370	cellular_organisms	2175	0.441839
AT1G48380	Eukaryota	1068	0.441948
AT1G48390	Mesangiospermae	1242	0.400966
AT1G48400	Eukaryota	1542	0.420233
AT1G48405	Tracheophyta	894	0.43736
AT1G48410	Eukaryota	3147	0.466158
AT1G48420	cellular_organisms	1206	0.441128
AT1G48430	cellular_organisms	1782	0.476431
AT1G48440	Streptophyta	390	0.476923
AT1G48450	Viridiplantae	1272	0.450472
AT1G48460	Embryophyta	1023	0.445748
AT1G48470	cellular_organisms	1062	0.451036
AT1G48480	cellular_organisms	1968	0.478659
AT1G48490	cellular_organisms	3708	0.445793
AT1G48500	Embryophyta	933	0.444802
AT1G48510	cellular_organisms	1161	0.400517
AT1G48520	cellular_organisms	1653	0.418028
AT1G48530	Viridiplantae	528	0.42803
AT1G48540	cellular_organisms	3192	0.420426
AT1G48550	Eukaryota	984	0.447154
AT1G48560	Mesangiospermae	1932	0.432712
AT1G48570	Eukaryota	1368	0.442982
AT1G48580	Eukaryota	1365	0.446154
AT1G48590	Eukaryota	510	0.458824
AT1G48600	cellular_organisms	1428	0.435574
AT1G48605	cellular_organisms	606	0.432343
AT1G48610	Pentapetalae	639	0.524257
AT1G48620	Eukaryota	1440	0.5
AT1G48630	cellular_organisms	981	0.462793
AT1G48635	Eukaryota	1095	0.425571
AT1G48640	Eukaryota	1362	0.449339
AT1G48650	cellular_organisms	3594	0.426544
AT1G48660	cellular_organisms	1722	0.404181
AT1G48670	cellular_organisms	1578	0.41635
AT1G48690	cellular_organisms	573	0.397906
AT1G48700	Eukaryota	876	0.415525
AT1G48720	Embryophyta	294	0.435374
AT1G48725	Arabidopsis_thaliana	492	0.479675
AT1G48730	Arabidopsis_thaliana	576	0.454861
AT1G48740	Eukaryota	1182	0.43401
AT1G48745	Pentapetalae	378	0.428571
AT1G48750	Embryophyta	285	0.568421
AT1G48760	Eukaryota	2610	0.431034
AT1G48770	Embryophyta	540	0.438889
AT1G48780	Magnoliophyta	756	0.466931
AT1G48790	Eukaryota	1524	0.432415
AT1G48800	Embryophyta	1812	0.412804
AT1G48820	Embryophyta	1686	0.40688
AT1G48830	Eukaryota	576	0.449653
AT1G48840	Streptophyta	2076	0.433044
AT1G48850	cellular_organisms	1311	0.453852
AT1G48860	cellular_organisms	1566	0.467433
AT1G48870	cellular_organisms	1782	0.423681
AT1G48880	Streptophyta	1338	0.423019
AT1G48900	cellular_organisms	1488	0.448253
AT1G48910	cellular_organisms	1152	0.46441
AT1G48912	Arabidopsis_thaliana	147	0.469388
AT1G48920	cellular_organisms	1674	0.464158
AT1G48930	cellular_organisms	1884	0.449575
AT1G48940	Embryophyta	534	0.425094
AT1G48950	Eukaryota	1785	0.440896
AT1G48953	Arabidopsis_thaliana	291	0.443299
AT1G48960	Viridiplantae	660	0.474242
AT1G48970	cellular_organisms	2001	0.452274
AT1G48980	Eukaryota	996	0.413655
AT1G48990	Streptophytina	510	0.496078
AT1G49000	Embryophyta	471	0.5138
AT1G49005	Mesangiospermae	300	0.41
AT1G49010	Eukaryota	945	0.473016
AT1G49015	Eukaryota	684	0.460526
AT1G49030	Eukaryota	675	0.48
AT1G49032	Arabidopsis	174	0.350575
AT1G49040	cellular_organisms	3564	0.458474
AT1G49050	Eukaryota	1752	0.434361
AT1G49100	cellular_organisms	2667	0.397825
AT1G49110	Brassicaceae	534	0.438202
AT1G49120	Viridiplantae	990	0.39596
AT1G49130	Eukaryota	981	0.405708
AT1G49140	Eukaryota	324	0.509259
AT1G49150	Brassicaceae	447	0.440716
AT1G49160	cellular_organisms	1620	0.401852
AT1G49170	cellular_organisms	381	0.506562
AT1G49180	cellular_organisms	1227	0.396088
AT1G49190	cellular_organisms	1224	0.408497
AT1G49200	Eukaryota	681	0.447871
AT1G49205	Arabidopsis_thaliana	126	0.468254
AT1G49210	Eukaryota	678	0.441003
AT1G49220	Eukaryota	756	0.448413
AT1G49225	Camelineae	378	0.436508
AT1G49230	Eukaryota	660	0.443939
AT1G49240	Eukaryota	1134	0.472663
AT1G49245	Mesangiospermae	225	0.422222
AT1G49250	cellular_organisms	1974	0.414387
AT1G49260	Streptophyta	450	0.48
AT1G49270	cellular_organisms	2100	0.487619
AT1G49290	Magnoliophyta	1017	0.438545
AT1G49300	cellular_organisms	621	0.447665
AT1G49310	Pentapetalae	249	0.401606
AT1G49320	Embryophyta	843	0.427046
AT1G49330	Embryophyta	996	0.477912
AT1G49340	Eukaryota	6087	0.45129
AT1G49350	cellular_organisms	1137	0.452067
AT1G49360	Embryophyta	1446	0.434993
AT1G49380	cellular_organisms	1644	0.419708
AT1G49390	cellular_organisms	1047	0.43171
AT1G49400	cellular_organisms	351	0.447293
AT1G49405	Embryophyta	459	0.444444
AT1G49410	Embryophyta	165	0.490909
AT1G49420	Mesangiospermae	570	0.482456
AT1G49430	cellular_organisms	1998	0.431431
AT1G49435	Brassicaceae	216	0.416667
AT1G49450	cellular_organisms	1416	0.463277
AT1G49470	Viridiplantae	909	0.458746
AT1G49475	Embryophyta	573	0.404887
AT1G49480	Streptophyta	681	0.441997
AT1G49490	cellular_organisms	2544	0.455189
AT1G49500	rosids	192	0.479167
AT1G49510	Embryophyta	723	0.417704
AT1G49520	cellular_organisms	1119	0.420018
AT1G49530	cellular_organisms	1011	0.497527
AT1G49540	cellular_organisms	2517	0.462058
AT1G49560	Viridiplantae	1002	0.41018
AT1G49570	Eukaryota	1053	0.45679
AT1G49580	cellular_organisms	1821	0.458539
AT1G49590	Eukaryota	729	0.436214
AT1G49600	cellular_organisms	1338	0.466368
AT1G49610	Magnoliophyta	1065	0.429108
AT1G49620	Streptophyta	588	0.460884
AT1G49630	cellular_organisms	3243	0.432624
AT1G49640	cellular_organisms	948	0.457806
AT1G49650	cellular_organisms	1125	0.485333
AT1G49660	cellular_organisms	960	0.465625
AT1G49670	cellular_organisms	1890	0.434392
AT1G49680	Arabidopsis_thaliana	300	0.483333
AT1G49700	Eukaryota	840	0.421429
AT1G49710	cellular_organisms	1542	0.435798
AT1G49715	Brassicaceae	264	0.378788
AT1G49720	Eukaryota	1179	0.459712
AT1G49730	cellular_organisms	2082	0.429395
AT1G49740	cellular_organisms	1080	0.42963
AT1G49750	cellular_organisms	1485	0.456566
AT1G49760	cellular_organisms	2016	0.477679
AT1G49770	Embryophyta	927	0.422869
AT1G49780	cellular_organisms	1266	0.505529
AT1G49790	Mesangiospermae	852	0.438967
AT1G49800	Mesangiospermae	327	0.455657
AT1G49810	cellular_organisms	1263	0.410926
AT1G49820	cellular_organisms	1263	0.418844
AT1G49830	Streptophyta	753	0.452855
AT1G49840	Tracheophyta	1485	0.473401
AT1G49850	Eukaryota	753	0.452855
AT1G49860	cellular_organisms	765	0.424837
AT1G49870	Streptophyta	2487	0.425814
AT1G49880	Eukaryota	576	0.451389
AT1G49890	Viridiplantae	1980	0.45404
AT1G49900	cellular_organisms	2754	0.446986
AT1G49910	cellular_organisms	1020	0.439216
AT1G49920	Eukaryota	2358	0.437235
AT1G49930	Embryophyta	405	0.459259
AT1G49940	Magnoliophyta	693	0.406926
AT1G49950	Eukaryota	903	0.452935
AT1G49960	cellular_organisms	1581	0.455408
AT1G49970	cellular_organisms	1164	0.444158
AT1G49975	Viridiplantae	390	0.415385
AT1G49980	cellular_organisms	2016	0.422619
AT1G49990	Embryophyta	1293	0.430008
AT1G50000	cellular_organisms	891	0.468013
AT1G50010	Eukaryota	1353	0.494457
AT1G50020	Viridiplantae	630	0.433333
AT1G50030	Eukaryota	7446	0.44722
AT1G50040	Streptophyta	1383	0.496023
AT1G50050	cellular_organisms	681	0.455213
AT1G50060	cellular_organisms	486	0.469136
AT1G50080	Brassicaceae	276	0.416667
AT1G50090	cellular_organisms	1104	0.442935
AT1G50110	cellular_organisms	1071	0.452848
AT1G50120	Eukaryota	1599	0.421513
AT1G50140	cellular_organisms	3012	0.436587
AT1G50160	Brassicaceae	222	0.40991
AT1G50170	cellular_organisms	678	0.445428
AT1G50180	cellular_organisms	2574	0.425019
AT1G50190	Embryophyta	1860	0.423656
AT1G50200	cellular_organisms	3012	0.447875
AT1G50220	Brassicaceae	612	0.392157
AT1G50240	cellular_organisms	3969	0.430335
AT1G50250	cellular_organisms	2151	0.472803
AT1G50260	Eukaryota	2028	0.428008
AT1G50270	Eukaryota	1791	0.439978
AT1G50280	Streptophyta	1578	0.403042
AT1G50290	Arabidopsis	405	0.367901
AT1G50300	cellular_organisms	1119	0.487042
AT1G50310	cellular_organisms	1554	0.463964
AT1G50320	cellular_organisms	549	0.471767
AT1G50325	Mesangiospermae	594	0.351852
AT1G50340	Mesangiospermae	474	0.329114
AT1G50350	Magnoliophyta	402	0.467662
AT1G50360	Eukaryota	3462	0.417966
AT1G50370	cellular_organisms	912	0.423246
AT1G50380	cellular_organisms	2133	0.432255
AT1G50390	cellular_organisms	441	0.442177
AT1G50400	Eukaryota	933	0.442658
AT1G50410	cellular_organisms	2946	0.422946
AT1G50420	cellular_organisms	1449	0.463768
AT1G50430	Eukaryota	1299	0.43418
AT1G50440	Eukaryota	753	0.424967
AT1G50450	cellular_organisms	1287	0.470862
AT1G50460	cellular_organisms	1497	0.444222
AT1G50470	Brassicaceae	366	0.39071
AT1G50480	cellular_organisms	1905	0.446719
AT1G50490	cellular_organisms	543	0.460405
AT1G50500	Eukaryota	2487	0.430237
AT1G50510	cellular_organisms	993	0.444109
AT1G50520	cellular_organisms	1602	0.439451
AT1G50530	Brassicaceae	345	0.4
AT1G50560	cellular_organisms	1560	0.446795
AT1G50570	Tracheophyta	1167	0.437018
AT1G50575	cellular_organisms	921	0.440825
AT1G50580	Viridiplantae	1347	0.42242
AT1G50590	cellular_organisms	933	0.438371
AT1G50600	cellular_organisms	1794	0.42029
AT1G50610	cellular_organisms	2061	0.40854
AT1G50620	Eukaryota	1890	0.425926
AT1G50630	Streptophyta	1362	0.42511
AT1G50640	Viridiplantae	678	0.501475
AT1G50650	cellular_organisms	525	0.459048
AT1G50660	Embryophyta	2178	0.457759
AT1G50670	Eukaryota	627	0.405104
AT1G50680	Viridiplantae	1014	0.431953
AT1G50690	Pentapetalae	522	0.455939
AT1G50700	cellular_organisms	1566	0.409323
AT1G50710	Eukaryota	1272	0.430031
AT1G50720	cellular_organisms	465	0.423656
AT1G50730	Eukaryota	2772	0.409452
AT1G50732	Pentapetalae	357	0.420168
AT1G50740	cellular_organisms	360	0.477778
AT1G50745	Brassicaceae	1233	0.416058
AT1G50750	Mesangiospermae	1251	0.422062
AT1G50760	Mesangiospermae	261	0.429119
AT1G50770	Mesangiospermae	1899	0.418115
AT1G50780	Mesangiospermae	972	0.419753
AT1G50790	Mesangiospermae	2439	0.419024
AT1G50820	Mesangiospermae	1587	0.42155
AT1G50830	Magnoliophyta	2307	0.416558
AT1G50840	cellular_organisms	3153	0.432604
AT1G50870	Embryophyta	1191	0.387909
AT1G50880	Magnoliophyta	840	0.39881
AT1G50890	Eukaryota	2466	0.442417
AT1G50900	Viridiplantae	528	0.477273
AT1G50910	Eukaryota	1503	0.417166
AT1G50920	cellular_organisms	2016	0.445933
AT1G50930	Magnoliophyta	591	0.351946
AT1G50940	cellular_organisms	1092	0.429487
AT1G50950	cellular_organisms	1455	0.403436
AT1G50960	cellular_organisms	1011	0.412463
AT1G50970	Eukaryota	1710	0.412865
AT1G50980	Magnoliophyta	1113	0.407008
AT1G50990	cellular_organisms	1524	0.418635
AT1G51000	Arabidopsis	219	0.406393
AT1G51010	Arabidopsis	249	0.413655
AT1G51020	Arabidopsis	249	0.417671
AT1G51030	Arabidopsis	243	0.411523
AT1G51035	Arabidopsis	228	0.377193
AT1G51040	Eukaryota	1578	0.432193
AT1G51055	Mesangiospermae	486	0.395062
AT1G51060	Eukaryota	399	0.496241
AT1G51070	Viridiplantae	681	0.450808
AT1G51080	Embryophyta	858	0.411422
AT1G51090	Streptophyta	516	0.5
AT1G51100	Streptophyta	636	0.396226
AT1G51110	Viridiplantae	1230	0.402439
AT1G51120	Viridiplantae	1059	0.442871
AT1G51130	Eukaryota	1212	0.440594
AT1G51140	Streptophyta	1140	0.452632
AT1G51150	cellular_organisms	660	0.410606
AT1G51160	Eukaryota	510	0.439216
AT1G51170	cellular_organisms	1215	0.473251
AT1G51172	Mesangiospermae	2046	0.509775
AT1G51190	Viridiplantae	1707	0.450498
AT1G51200	Eukaryota	522	0.494253
AT1G51210	cellular_organisms	1302	0.481567
AT1G51220	Eukaryota	1014	0.434911
AT1G51230	Brassicaceae	378	0.354497
AT1G51240	Brassicaceae	420	0.371429
AT1G51250	Brassicaceae	420	0.383333
AT1G51260	cellular_organisms	1131	0.412025
AT1G51270	Eukaryota	1716	0.427739
AT1G51290	Embryophyta	1134	0.367725
AT1G51300	cellular_organisms	582	0.439863
AT1G51310	cellular_organisms	1494	0.460509
AT1G51320	Embryophyta	1128	0.37234
AT1G51330	cellular_organisms	582	0.434708
AT1G51340	cellular_organisms	1530	0.422876
AT1G51350	Eukaryota	2001	0.438781
AT1G51355	Magnoliophyta	351	0.45584
AT1G51360	cellular_organisms	633	0.440758
AT1G51370	Magnoliophyta	1308	0.402905
AT1G51380	cellular_organisms	1179	0.41391
AT1G51390	cellular_organisms	828	0.432367
AT1G51400	Streptophytina	321	0.507788
AT1G51402	Arabidopsis_thaliana	183	0.480874
AT1G51405	Embryophyta	1464	0.426913
AT1G51410	cellular_organisms	978	0.433538
AT1G51420	cellular_organisms	1272	0.428459
AT1G51430	Mesangiospermae	483	0.407867
AT1G51440	cellular_organisms	1584	0.434975
AT1G51450	Eukaryota	1530	0.439869
AT1G51460	cellular_organisms	2037	0.441826
AT1G51470	cellular_organisms	1536	0.420573
AT1G51480	cellular_organisms	2565	0.375828
AT1G51490	cellular_organisms	1239	0.397902
AT1G51500	cellular_organisms	2064	0.440407
AT1G51510	cellular_organisms	609	0.487685
AT1G51520	Viridiplantae	1245	0.425703
AT1G51530	Streptophyta	1212	0.448845
AT1G51538	Magnoliophyta	2091	0.409374
AT1G51540	cellular_organisms	1248	0.44391
AT1G51550	cellular_organisms	1437	0.448852
AT1G51560	cellular_organisms	1179	0.435963
AT1G51570	Eukaryota	2331	0.443586
AT1G51580	cellular_organisms	1866	0.473205
AT1G51590	cellular_organisms	1683	0.419489
AT1G51600	Eukaryota	909	0.458746
AT1G51610	cellular_organisms	1374	0.433042
AT1G51620	cellular_organisms	789	0.442332
AT1G51630	Streptophyta	1272	0.415881
AT1G51640	Viridiplantae	1983	0.419062
AT1G51650	Eukaryota	213	0.497653
AT1G51660	cellular_organisms	1101	0.464124
AT1G51670	Brassicaceae	537	0.493482
AT1G51680	cellular_organisms	1686	0.480427
AT1G51690	Eukaryota	1542	0.423476
AT1G51700	Viridiplantae	585	0.478632
AT1G51710	cellular_organisms	1449	0.447205
AT1G51720	cellular_organisms	1914	0.431557
AT1G51730	Eukaryota	759	0.455863
AT1G51740	Eukaryota	933	0.415863
AT1G51745	Magnoliophyta	1908	0.44392
AT1G51760	cellular_organisms	1323	0.425548
AT1G51770	Viridiplantae	1221	0.410319
AT1G51780	cellular_organisms	1308	0.429664
AT1G51790	cellular_organisms	2649	0.420159
AT1G51800	cellular_organisms	2685	0.421974
AT1G51805	cellular_organisms	2655	0.407156
AT1G51810	cellular_organisms	2235	0.399105
AT1G51820	cellular_organisms	2658	0.406321
AT1G51823	Arabidopsis_thaliana	144	0.409722
AT1G51830	cellular_organisms	2082	0.395293
AT1G51840	Embryophyta	624	0.407051
AT1G51850	cellular_organisms	2598	0.409161
AT1G51860	cellular_organisms	2673	0.424617
AT1G51870	cellular_organisms	2514	0.429196
AT1G51880	cellular_organisms	2619	0.419244
AT1G51890	cellular_organisms	2631	0.401368
AT1G51900	Streptophyta	2325	0.386237
AT1G51910	cellular_organisms	2631	0.390346
AT1G51913	rosids	234	0.5
AT1G51915	Pentapetalae	204	0.529412
AT1G51920	Pentapetalae	237	0.468354
AT1G51930	Eukaryota	399	0.411028
AT1G51940	cellular_organisms	1956	0.413599
AT1G51950	Streptophytina	804	0.414179
AT1G51960	Streptophyta	1056	0.466856
AT1G51965	Eukaryota	1962	0.417941
AT1G51970	Mesangiospermae	375	0.365333
AT1G51980	cellular_organisms	1512	0.464286
AT1G51990	cellular_organisms	1092	0.411172
AT1G52000	cellular_organisms	2193	0.454628
AT1G52030	cellular_organisms	1929	0.449456
AT1G52040	Embryophyta	1389	0.419006
AT1G52050	Embryophyta	942	0.420382
AT1G52060	Embryophyta	945	0.425397
AT1G52070	cellular_organisms	948	0.416667
AT1G52080	Streptophyta	1722	0.408246
AT1G52100	Embryophyta	1314	0.436073
AT1G52110	Embryophyta	1848	0.424242
AT1G52120	Magnoliophyta	1380	0.414493
AT1G52130	Magnoliophyta	1452	0.413223
AT1G52140	Magnoliophyta	627	0.467305
AT1G52150	cellular_organisms	2511	0.463162
AT1G52155	Streptophyta	960	0.391667
AT1G52160	cellular_organisms	2673	0.41676
AT1G52180	cellular_organisms	375	0.450667
AT1G52190	cellular_organisms	1824	0.436952
AT1G52191	cellular_organisms	417	0.429257
AT1G52200	Viridiplantae	573	0.438045
AT1G52220	Viridiplantae	471	0.422505
AT1G52230	Viridiplantae	438	0.468037
AT1G52240	Viridiplantae	1632	0.407475
AT1G52245	Eukaryota	285	0.407018
AT1G52260	cellular_organisms	1614	0.406444
AT1G52270	Embryophyta	387	0.45478
AT1G52280	cellular_organisms	621	0.407407
AT1G52290	cellular_organisms	1530	0.430065
AT1G52300	cellular_organisms	288	0.503472
AT1G52310	cellular_organisms	1659	0.44123
AT1G52315	Eukaryota	1044	0.404215
AT1G52320	Embryophyta	2328	0.455756
AT1G52325	Eukaryota	438	0.410959
AT1G52330	Streptophyta	645	0.468217
AT1G52340	cellular_organisms	858	0.455711
AT1G52342	Magnoliophyta	264	0.469697
AT1G52343	Embryophyta	750	0.394667
AT1G52360	cellular_organisms	2781	0.427184
AT1G52370	cellular_organisms	810	0.461728
AT1G52380	Eukaryota	1323	0.439153
AT1G52390	Arabidopsis	219	0.429224
AT1G52400	cellular_organisms	1587	0.437933
AT1G52410	Brassicaceae	2268	0.413139
AT1G52415	Mesangiospermae	351	0.524217
AT1G52420	cellular_organisms	2013	0.431197
AT1G52430	Viridiplantae	3411	0.406626
AT1G52440	Embryophyta	603	0.447761
AT1G52450	Viridiplantae	3411	0.406039
AT1G52460	Eukaryota	693	0.425685
