"","qseqid","mrca","ps","mrca_name"
"4900","g32324.t1","131567",1,"cellular organisms"
"4901","g32333.t1","131567",1,"cellular organisms"
"4902","g32335.t1","131567",1,"cellular organisms"
"4903","g32335.t2","131567",1,"cellular organisms"
"4904","g32336.t1","131567",1,"cellular organisms"
"4905","g32339.t1","131567",1,"cellular organisms"
"4906","g32345.t1","131567",1,"cellular organisms"
"4907","g32351.t1","131567",1,"cellular organisms"
"4908","g32352.t1","131567",1,"cellular organisms"
"4909","g32353.t1","131567",1,"cellular organisms"
"4910","g32355.t1","131567",1,"cellular organisms"
"4911","g32372.t1","131567",1,"cellular organisms"
"4912","g32389.t1","131567",1,"cellular organisms"
"4913","g32389.t2","131567",1,"cellular organisms"
"4914","g32394.t1","131567",1,"cellular organisms"
"4915","g32395.t1","131567",1,"cellular organisms"
"4916","g32395.t2","131567",1,"cellular organisms"
"4917","g32396.t1","131567",1,"cellular organisms"
"4918","g32397.t1","131567",1,"cellular organisms"
"4919","g32399.t1","131567",1,"cellular organisms"
"4920","g32401.t1","131567",1,"cellular organisms"
"4921","g32404.t1","131567",1,"cellular organisms"
"4922","g32410.t1","131567",1,"cellular organisms"
"4923","g32415.t1","131567",1,"cellular organisms"
"4924","g32432.t1","131567",1,"cellular organisms"
"4925","g32434.t1","131567",1,"cellular organisms"
"4926","g32437.t1","131567",1,"cellular organisms"
"4927","g32438.t1","131567",1,"cellular organisms"
"4928","g32439.t1","131567",1,"cellular organisms"
"4929","g32440.t1","131567",1,"cellular organisms"
"4930","g32457.t1","131567",1,"cellular organisms"
"4931","g32458.t1","131567",1,"cellular organisms"
"4932","g32460.t1","131567",1,"cellular organisms"
"4933","g32461.t1","131567",1,"cellular organisms"
"4934","g32462.t1","131567",1,"cellular organisms"
"4935","g32470.t1","131567",1,"cellular organisms"
"4936","g32478.t1","131567",1,"cellular organisms"
"4937","g32479.t1","131567",1,"cellular organisms"
"4938","g32480.t1","131567",1,"cellular organisms"
"4939","g32484.t1","131567",1,"cellular organisms"
"4940","g32488.t1","131567",1,"cellular organisms"
"4941","g32489.t1","131567",1,"cellular organisms"
"4942","g32494.t1","131567",1,"cellular organisms"
"4943","g32496.t1","131567",1,"cellular organisms"
"4944","g32504.t1","131567",1,"cellular organisms"
"4945","g32505.t1","131567",1,"cellular organisms"
"4946","g32507.t1","131567",1,"cellular organisms"
"4947","g32508.t1","131567",1,"cellular organisms"
"4948","g32509.t1","131567",1,"cellular organisms"
"4949","g32520.t1","131567",1,"cellular organisms"
"4950","g32530.t1","131567",1,"cellular organisms"
"4951","g32545.t1","131567",1,"cellular organisms"
"4952","g32545.t2","131567",1,"cellular organisms"
"4953","g32554.t1","131567",1,"cellular organisms"
"4954","g32555.t1","131567",1,"cellular organisms"
"4955","g32560.t1","131567",1,"cellular organisms"
"4956","g32567.t1","131567",1,"cellular organisms"
"4957","g32570.t1","131567",1,"cellular organisms"
"4958","g32573.t1","131567",1,"cellular organisms"
"4959","g32578.t1","131567",1,"cellular organisms"
"4960","g32580.t1","131567",1,"cellular organisms"
"4961","g32583.t1","131567",1,"cellular organisms"
"4962","g32584.t1","131567",1,"cellular organisms"
"4963","g32585.t1","131567",1,"cellular organisms"
"4964","g32585.t2","131567",1,"cellular organisms"
"4965","g32586.t1","131567",1,"cellular organisms"
"4966","g32587.t1","131567",1,"cellular organisms"
"4967","g32587.t2","131567",1,"cellular organisms"
"4968","g32588.t1","131567",1,"cellular organisms"
"4969","g32589.t1","131567",1,"cellular organisms"
"4970","g32589.t2","131567",1,"cellular organisms"
"4971","g32596.t1","131567",1,"cellular organisms"
"4972","g32601.t1","131567",1,"cellular organisms"
"4973","g32601.t2","131567",1,"cellular organisms"
"4974","g32602.t1","131567",1,"cellular organisms"
"4975","g32605.t1","131567",1,"cellular organisms"
"4976","g32605.t2","131567",1,"cellular organisms"
"4977","g32606.t1","131567",1,"cellular organisms"
"4978","g32615.t1","131567",1,"cellular organisms"
"4979","g32650.t1","131567",1,"cellular organisms"
"4980","g32654.t1","131567",1,"cellular organisms"
"4981","g32661.t1","131567",1,"cellular organisms"
"4982","g32662.t1","131567",1,"cellular organisms"
"4983","g32672.t1","131567",1,"cellular organisms"
"4984","g32673.t1","131567",1,"cellular organisms"
"4985","g32683.t1","131567",1,"cellular organisms"
"4986","g32693.t1","131567",1,"cellular organisms"
"4987","g32697.t1","131567",1,"cellular organisms"
"4988","g32701.t1","131567",1,"cellular organisms"
"4989","g32704.t1","131567",1,"cellular organisms"
"4990","g32709.t1","131567",1,"cellular organisms"
"4991","g32723.t1","131567",1,"cellular organisms"
"4992","g32724.t1","131567",1,"cellular organisms"
"4993","g32731.t1","131567",1,"cellular organisms"
"4994","g32741.t1","131567",1,"cellular organisms"
"4995","g32748.t1","131567",1,"cellular organisms"
"4996","g32757.t1","131567",1,"cellular organisms"
"4997","g32766.t1","131567",1,"cellular organisms"
"4998","g32768.t1","131567",1,"cellular organisms"
"4999","g32771.t1","131567",1,"cellular organisms"
"5000","g32772.t1","131567",1,"cellular organisms"
"5001","g32774.t1","131567",1,"cellular organisms"
"5002","g32775.t1","131567",1,"cellular organisms"
"5003","g32782.t1","131567",1,"cellular organisms"
"5004","g32783.t1","131567",1,"cellular organisms"
"5005","g32783.t2","131567",1,"cellular organisms"
"5006","g32789.t1","131567",1,"cellular organisms"
"5007","g32794.t1","131567",1,"cellular organisms"
"5008","g32795.t1","131567",1,"cellular organisms"
"5009","g32796.t1","131567",1,"cellular organisms"
"5010","g32798.t1","131567",1,"cellular organisms"
"5011","g32800.t1","131567",1,"cellular organisms"
"5012","g32803.t1","131567",1,"cellular organisms"
"5013","g32803.t2","131567",1,"cellular organisms"
"5014","g32816.t1","131567",1,"cellular organisms"
"5015","g32821.t1","131567",1,"cellular organisms"
"5016","g32825.t1","131567",1,"cellular organisms"
"5017","g32826.t1","131567",1,"cellular organisms"
"5018","g32827.t1","131567",1,"cellular organisms"
"5019","g32831.t1","131567",1,"cellular organisms"
"5020","g32832.t1","131567",1,"cellular organisms"
"5021","g32833.t1","131567",1,"cellular organisms"
"5022","g32838.t1","131567",1,"cellular organisms"
"5023","g32847.t1","131567",1,"cellular organisms"
"5024","g32860.t1","131567",1,"cellular organisms"
"5025","g32861.t1","131567",1,"cellular organisms"
"5026","g32862.t1","131567",1,"cellular organisms"
"5027","g32867.t1","131567",1,"cellular organisms"
"5028","g32869.t1","131567",1,"cellular organisms"
"5029","g32870.t1","131567",1,"cellular organisms"
"5030","g32876.t1","131567",1,"cellular organisms"
"5031","g32882.t1","131567",1,"cellular organisms"
"5032","g32889.t1","131567",1,"cellular organisms"
"5033","g32890.t1","131567",1,"cellular organisms"
"5034","g32897.t1","131567",1,"cellular organisms"
"5035","g32899.t1","131567",1,"cellular organisms"
"5036","g32919.t1","131567",1,"cellular organisms"
"5037","g32930.t1","131567",1,"cellular organisms"
"5038","g32932.t1","131567",1,"cellular organisms"
"5039","g32937.t1","131567",1,"cellular organisms"
"5040","g32947.t1","131567",1,"cellular organisms"
"5041","g32953.t1","131567",1,"cellular organisms"
"5042","g32957.t1","131567",1,"cellular organisms"
"5043","g32961.t1","131567",1,"cellular organisms"
"5044","g32966.t1","131567",1,"cellular organisms"
"5045","g32976.t1","131567",1,"cellular organisms"
"5046","g32992.t1","131567",1,"cellular organisms"
"5047","g33000.t1","131567",1,"cellular organisms"
"5048","g33012.t1","131567",1,"cellular organisms"
"5049","g33013.t1","131567",1,"cellular organisms"
"5050","g33014.t1","131567",1,"cellular organisms"
"5051","g33015.t1","131567",1,"cellular organisms"
"5052","g33016.t1","131567",1,"cellular organisms"
"5053","g33017.t1","131567",1,"cellular organisms"
"5054","g33020.t1","131567",1,"cellular organisms"
"5055","g33023.t1","131567",1,"cellular organisms"
"5056","g33025.t1","131567",1,"cellular organisms"
"5057","g33029.t1","131567",1,"cellular organisms"
"5058","g33032.t1","131567",1,"cellular organisms"
"5059","g33035.t1","131567",1,"cellular organisms"
"5060","g33040.t1","131567",1,"cellular organisms"
"5061","g33051.t1","131567",1,"cellular organisms"
"5062","g33054.t1","131567",1,"cellular organisms"
"5063","g33061.t1","131567",1,"cellular organisms"
"5064","g33066.t1","131567",1,"cellular organisms"
"5065","g33067.t1","131567",1,"cellular organisms"
"5066","g33068.t1","131567",1,"cellular organisms"
"5067","g33070.t1","131567",1,"cellular organisms"
"5068","g33077.t1","131567",1,"cellular organisms"
"5069","g33082.t1","131567",1,"cellular organisms"
"5070","g33085.t1","131567",1,"cellular organisms"
"5071","g33097.t1","131567",1,"cellular organisms"
"5072","g33101.t1","131567",1,"cellular organisms"
"5073","g33105.t1","131567",1,"cellular organisms"
"5074","g33124.t1","131567",1,"cellular organisms"
"5075","g33129.t1","131567",1,"cellular organisms"
"5076","g33132.t1","131567",1,"cellular organisms"
"5077","g33139.t1","131567",1,"cellular organisms"
"5078","g33142.t1","131567",1,"cellular organisms"
"5079","g33146.t1","131567",1,"cellular organisms"
"5080","g33150.t1","131567",1,"cellular organisms"
"5081","g33151.t1","131567",1,"cellular organisms"
"5082","g33162.t1","131567",1,"cellular organisms"
"5083","g33163.t1","131567",1,"cellular organisms"
"5084","g33174.t1","131567",1,"cellular organisms"
"5085","g33176.t1","131567",1,"cellular organisms"
"5086","g33183.t1","131567",1,"cellular organisms"
"5087","g33184.t1","131567",1,"cellular organisms"
"5088","g33188.t1","131567",1,"cellular organisms"
"5089","g33191.t1","131567",1,"cellular organisms"
"5090","g33193.t1","131567",1,"cellular organisms"
"5091","g33209.t1","131567",1,"cellular organisms"
"5092","g33210.t1","131567",1,"cellular organisms"
"5093","g33235.t1","131567",1,"cellular organisms"
"5094","g33236.t1","131567",1,"cellular organisms"
"5095","g33244.t1","131567",1,"cellular organisms"
"5096","g33281.t1","131567",1,"cellular organisms"
"5097","g33285.t1","131567",1,"cellular organisms"
"5098","g33287.t1","131567",1,"cellular organisms"
"5099","g33295.t1","131567",1,"cellular organisms"
"5100","g33300.t1","131567",1,"cellular organisms"
"5101","g33328.t1","131567",1,"cellular organisms"
"5102","g33347.t1","131567",1,"cellular organisms"
"5103","g33348.t1","131567",1,"cellular organisms"
"5104","g33366.t1","131567",1,"cellular organisms"
"5105","g33374.t1","131567",1,"cellular organisms"
"5106","g33383.t1","131567",1,"cellular organisms"
"5107","g33393.t1","131567",1,"cellular organisms"
"5108","g33400.t1","131567",1,"cellular organisms"
"5109","g33410.t1","131567",1,"cellular organisms"
"5110","g33411.t1","131567",1,"cellular organisms"
"5111","g33412.t1","131567",1,"cellular organisms"
"5112","g33413.t1","131567",1,"cellular organisms"
"5113","g33418.t1","131567",1,"cellular organisms"
"5114","g33419.t1","131567",1,"cellular organisms"
"5115","g33420.t1","131567",1,"cellular organisms"
"5116","g33421.t1","131567",1,"cellular organisms"
"5117","g33424.t1","131567",1,"cellular organisms"
"5118","g33425.t1","131567",1,"cellular organisms"
"5119","g33426.t1","131567",1,"cellular organisms"
"5120","g33428.t1","131567",1,"cellular organisms"
"5121","g33430.t1","131567",1,"cellular organisms"
"5122","g33431.t1","131567",1,"cellular organisms"
"5123","g33437.t1","131567",1,"cellular organisms"
"5124","g33443.t1","131567",1,"cellular organisms"
"5125","g33444.t1","131567",1,"cellular organisms"
"5126","g33446.t1","131567",1,"cellular organisms"
"5127","g33448.t1","131567",1,"cellular organisms"
"5128","g8.t1","131567",1,"cellular organisms"
"5129","g8.t2","131567",1,"cellular organisms"
"5130","g76.t1","131567",1,"cellular organisms"
"5131","g105.t1","131567",1,"cellular organisms"
"5132","g187.t1","131567",1,"cellular organisms"
"5133","g225.t1","131567",1,"cellular organisms"
"5134","g256.t1","131567",1,"cellular organisms"
"5135","g256.t2","131567",1,"cellular organisms"
"5136","g294.t1","131567",1,"cellular organisms"
"5137","g347.t1","131567",1,"cellular organisms"
"5138","g366.t1","131567",1,"cellular organisms"
"5139","g604.t1","131567",1,"cellular organisms"
"5140","g637.t1","131567",1,"cellular organisms"
"5141","g653.t1","131567",1,"cellular organisms"
"5142","g654.t1","131567",1,"cellular organisms"
"5143","g727.t1","131567",1,"cellular organisms"
"5144","g736.t1","131567",1,"cellular organisms"
"5145","g760.t1","131567",1,"cellular organisms"
"5146","g770.t1","131567",1,"cellular organisms"
"5147","g860.t1","131567",1,"cellular organisms"
"5148","g865.t1","131567",1,"cellular organisms"
"5149","g1105.t1","131567",1,"cellular organisms"
"5150","g1120.t1","131567",1,"cellular organisms"
"5151","g1174.t1","131567",1,"cellular organisms"
"5152","g1175.t1","131567",1,"cellular organisms"
"5153","g1177.t1","131567",1,"cellular organisms"
"5154","g1186.t1","131567",1,"cellular organisms"
"5155","g1249.t1","131567",1,"cellular organisms"
"5156","g1321.t1","131567",1,"cellular organisms"
"5157","g1336.t1","131567",1,"cellular organisms"
"5158","g1528.t1","131567",1,"cellular organisms"
"5159","g1551.t1","131567",1,"cellular organisms"
"5160","g1609.t1","131567",1,"cellular organisms"
"5161","g1612.t1","131567",1,"cellular organisms"
"5162","g1632.t1","131567",1,"cellular organisms"
"5163","g1637.t1","131567",1,"cellular organisms"
"5164","g1637.t2","131567",1,"cellular organisms"
"5165","g1721.t1","131567",1,"cellular organisms"
"5166","g1751.t1","131567",1,"cellular organisms"
"5167","g1852.t1","131567",1,"cellular organisms"
"5168","g1903.t1","131567",1,"cellular organisms"
"5169","g1990.t1","131567",1,"cellular organisms"
"5170","g2057.t1","131567",1,"cellular organisms"
"5171","g2057.t2","131567",1,"cellular organisms"
"5172","g2058.t1","131567",1,"cellular organisms"
"5173","g2091.t1","131567",1,"cellular organisms"
"5174","g2100.t1","131567",1,"cellular organisms"
"5175","g2117.t1","131567",1,"cellular organisms"
"5176","g2247.t1","131567",1,"cellular organisms"
"5177","g2285.t1","131567",1,"cellular organisms"
"5178","g2291.t1","131567",1,"cellular organisms"
"5179","g2301.t1","131567",1,"cellular organisms"
"5180","g2304.t1","131567",1,"cellular organisms"
"5181","g2339.t1","131567",1,"cellular organisms"
"5182","g2399.t1","131567",1,"cellular organisms"
"5183","g2452.t1","131567",1,"cellular organisms"
"5184","g2456.t1","131567",1,"cellular organisms"
"5185","g2493.t1","131567",1,"cellular organisms"
"5186","g2500.t1","131567",1,"cellular organisms"
"5187","g2510.t1","131567",1,"cellular organisms"
"5188","g2517.t1","131567",1,"cellular organisms"
"5189","g2524.t1","131567",1,"cellular organisms"
"5190","g2539.t2","131567",1,"cellular organisms"
"5191","g2617.t1","131567",1,"cellular organisms"
"5192","g2618.t1","131567",1,"cellular organisms"
"5193","g3026.t1","131567",1,"cellular organisms"
"5194","g3178.t1","131567",1,"cellular organisms"
"5195","g3204.t1","131567",1,"cellular organisms"
"5196","g3204.t2","131567",1,"cellular organisms"
"5197","g3319.t1","131567",1,"cellular organisms"
"5198","g3344.t1","131567",1,"cellular organisms"
"5199","g3344.t2","131567",1,"cellular organisms"
"5200","g3344.t3","131567",1,"cellular organisms"
"5201","g3363.t1","131567",1,"cellular organisms"
"5202","g3421.t1","131567",1,"cellular organisms"
"5203","g3548.t1","131567",1,"cellular organisms"
"5204","g3553.t1","131567",1,"cellular organisms"
"5205","g4607.t1","131567",1,"cellular organisms"
"5206","g4741.t1","131567",1,"cellular organisms"
"5207","g4744.t1","131567",1,"cellular organisms"
"5208","g4917.t1","131567",1,"cellular organisms"
"5209","g4918.t1","131567",1,"cellular organisms"
"5210","g4952.t1","131567",1,"cellular organisms"
"5211","g4982.t1","131567",1,"cellular organisms"
"5212","g4986.t1","131567",1,"cellular organisms"
"5213","g4998.t1","131567",1,"cellular organisms"
"5214","g5063.t1","131567",1,"cellular organisms"
"5215","g5076.t1","131567",1,"cellular organisms"
"5216","g5078.t1","131567",1,"cellular organisms"
"5217","g5092.t1","131567",1,"cellular organisms"
"5218","g5175.t1","131567",1,"cellular organisms"
"5219","g5266.t1","131567",1,"cellular organisms"
"5220","g5281.t1","131567",1,"cellular organisms"
"5221","g5339.t1","131567",1,"cellular organisms"
"5222","g5463.t1","131567",1,"cellular organisms"
"5223","g5463.t2","131567",1,"cellular organisms"
"5224","g5487.t1","131567",1,"cellular organisms"
"5225","g5490.t1","131567",1,"cellular organisms"
"5226","g5562.t1","131567",1,"cellular organisms"
"5227","g5586.t1","131567",1,"cellular organisms"
"5228","g5586.t2","131567",1,"cellular organisms"
"5229","g5719.t1","131567",1,"cellular organisms"
"5230","g5719.t2","131567",1,"cellular organisms"
"5231","g5816.t1","131567",1,"cellular organisms"
"5232","g5846.t1","131567",1,"cellular organisms"
"5233","g5929.t1","131567",1,"cellular organisms"
"5234","g5949.t1","131567",1,"cellular organisms"
"5235","g5992.t1","131567",1,"cellular organisms"
"5236","g6114.t1","131567",1,"cellular organisms"
"5237","g6199.t1","131567",1,"cellular organisms"
"5238","g6200.t1","131567",1,"cellular organisms"
"5239","g6201.t1","131567",1,"cellular organisms"
"5240","g6204.t1","131567",1,"cellular organisms"
"5241","g6253.t1","131567",1,"cellular organisms"
"5242","g6335.t1","131567",1,"cellular organisms"
"5243","g6342.t1","131567",1,"cellular organisms"
"5244","g6403.t1","131567",1,"cellular organisms"
"5245","g6496.t1","131567",1,"cellular organisms"
"5246","g6532.t1","131567",1,"cellular organisms"
"5247","g6729.t1","131567",1,"cellular organisms"
"5248","g6809.t1","131567",1,"cellular organisms"
"5249","g6861.t1","131567",1,"cellular organisms"
"5250","g6995.t1","131567",1,"cellular organisms"
"5251","g7045.t1","131567",1,"cellular organisms"
"5252","g7048.t1","131567",1,"cellular organisms"
"5253","g7059.t1","131567",1,"cellular organisms"
"5254","g7100.t1","131567",1,"cellular organisms"
"5255","g7128.t1","131567",1,"cellular organisms"
"5256","g7148.t1","131567",1,"cellular organisms"
"5257","g7156.t1","131567",1,"cellular organisms"
"5258","g7159.t1","131567",1,"cellular organisms"
"5259","g7235.t1","131567",1,"cellular organisms"
"5260","g7315.t1","131567",1,"cellular organisms"
"5261","g7337.t1","131567",1,"cellular organisms"
"5262","g7385.t1","131567",1,"cellular organisms"
"5263","g7407.t3","131567",1,"cellular organisms"
"5264","g7407.t4","131567",1,"cellular organisms"
"5265","g7418.t1","131567",1,"cellular organisms"
"5266","g7560.t1","131567",1,"cellular organisms"
"5267","g7596.t1","131567",1,"cellular organisms"
"5268","g7635.t1","131567",1,"cellular organisms"
"5269","g7713.t1","131567",1,"cellular organisms"
"5270","g7734.t1","131567",1,"cellular organisms"
"5271","g7815.t1","131567",1,"cellular organisms"
"5272","g7947.t1","131567",1,"cellular organisms"
"5273","g7949.t1","131567",1,"cellular organisms"
"5274","g7967.t1","131567",1,"cellular organisms"
"5275","g8026.t1","131567",1,"cellular organisms"
"5276","g8092.t1","131567",1,"cellular organisms"
"5277","g8161.t1","131567",1,"cellular organisms"
"5278","g8176.t1","131567",1,"cellular organisms"
"5279","g8176.t2","131567",1,"cellular organisms"
"5280","g8179.t1","131567",1,"cellular organisms"
"5281","g8411.t1","131567",1,"cellular organisms"
"5282","g8522.t1","131567",1,"cellular organisms"
"5283","g9020.t1","131567",1,"cellular organisms"
"5284","g9045.t1","131567",1,"cellular organisms"
"5285","g9125.t1","131567",1,"cellular organisms"
"5286","g9130.t1","131567",1,"cellular organisms"
"5287","g10106.t1","131567",1,"cellular organisms"
"5288","g10410.t1","131567",1,"cellular organisms"
"5289","g10579.t1","131567",1,"cellular organisms"
"5290","g10667.t1","131567",1,"cellular organisms"
"5291","g10686.t1","131567",1,"cellular organisms"
"5292","g10701.t1","131567",1,"cellular organisms"
"5293","g10783.t1","131567",1,"cellular organisms"
"5294","g10884.t1","131567",1,"cellular organisms"
"5295","g10885.t1","131567",1,"cellular organisms"
"5296","g10892.t1","131567",1,"cellular organisms"
"5297","g10918.t1","131567",1,"cellular organisms"
"5298","g10920.t1","131567",1,"cellular organisms"
"5299","g10955.t1","131567",1,"cellular organisms"
"5300","g10956.t1","131567",1,"cellular organisms"
"5301","g10970.t1","131567",1,"cellular organisms"
"5302","g11013.t1","131567",1,"cellular organisms"
"5303","g11082.t1","131567",1,"cellular organisms"
"5304","g11144.t1","131567",1,"cellular organisms"
"5305","g11166.t1","131567",1,"cellular organisms"
"5306","g11207.t1","131567",1,"cellular organisms"
"5307","g11223.t1","131567",1,"cellular organisms"
"5308","g11224.t1","131567",1,"cellular organisms"
"5309","g11229.t1","131567",1,"cellular organisms"
"5310","g11236.t1","131567",1,"cellular organisms"
"5311","g11268.t1","131567",1,"cellular organisms"
"5312","g11342.t1","131567",1,"cellular organisms"
"5313","g11344.t1","131567",1,"cellular organisms"
"5314","g11354.t1","131567",1,"cellular organisms"
"5315","g11387.t1","131567",1,"cellular organisms"
"5316","g11444.t1","131567",1,"cellular organisms"
"5317","g11450.t1","131567",1,"cellular organisms"
"5318","g11486.t1","131567",1,"cellular organisms"
"5319","g11506.t1","131567",1,"cellular organisms"
"5320","g11507.t1","131567",1,"cellular organisms"
"5321","g11528.t1","131567",1,"cellular organisms"
"5322","g11689.t1","131567",1,"cellular organisms"
"5323","g11690.t1","131567",1,"cellular organisms"
"5324","g11735.t1","131567",1,"cellular organisms"
"5325","g11778.t1","131567",1,"cellular organisms"
"5326","g11820.t1","131567",1,"cellular organisms"
"5327","g12011.t1","131567",1,"cellular organisms"
"5328","g12027.t1","131567",1,"cellular organisms"
"5329","g12089.t1","131567",1,"cellular organisms"
"5330","g12133.t1","131567",1,"cellular organisms"
"5331","g12239.t1","131567",1,"cellular organisms"
"5332","g12239.t2","131567",1,"cellular organisms"
"5333","g12334.t1","131567",1,"cellular organisms"
"5334","g12346.t1","131567",1,"cellular organisms"
"5335","g12460.t1","131567",1,"cellular organisms"
"5336","g12522.t1","131567",1,"cellular organisms"
"5337","g12550.t1","131567",1,"cellular organisms"
"5338","g12627.t1","131567",1,"cellular organisms"
"5339","g12676.t1","131567",1,"cellular organisms"
"5340","g12677.t1","131567",1,"cellular organisms"
"5341","g12702.t1","131567",1,"cellular organisms"
"5342","g12743.t1","131567",1,"cellular organisms"
"5343","g13033.t1","131567",1,"cellular organisms"
"5344","g13054.t2","131567",1,"cellular organisms"
"5345","g13113.t1","131567",1,"cellular organisms"
"5346","g13113.t2","131567",1,"cellular organisms"
"5347","g13147.t1","131567",1,"cellular organisms"
"5348","g13154.t1","131567",1,"cellular organisms"
"5349","g13172.t1","131567",1,"cellular organisms"
"5350","g13175.t1","131567",1,"cellular organisms"
"5351","g13295.t1","131567",1,"cellular organisms"
"5352","g13296.t1","131567",1,"cellular organisms"
"5353","g13297.t1","131567",1,"cellular organisms"
"5354","g13298.t1","131567",1,"cellular organisms"
"5355","g13314.t1","131567",1,"cellular organisms"
"5356","g13453.t1","131567",1,"cellular organisms"
"5357","g13491.t1","131567",1,"cellular organisms"
"5358","g13528.t1","131567",1,"cellular organisms"
"5359","g13609.t1","131567",1,"cellular organisms"
"5360","g13666.t1","131567",1,"cellular organisms"
"5361","g13806.t1","131567",1,"cellular organisms"
"5362","g13861.t1","131567",1,"cellular organisms"
"5363","g13908.t1","131567",1,"cellular organisms"
"5364","g13908.t2","131567",1,"cellular organisms"
"5365","g13922.t1","131567",1,"cellular organisms"
"5366","g13985.t1","131567",1,"cellular organisms"
"5367","g14038.t1","131567",1,"cellular organisms"
"5368","g14071.t1","131567",1,"cellular organisms"
"5369","g14265.t1","131567",1,"cellular organisms"
"5370","g14318.t1","131567",1,"cellular organisms"
"5371","g14410.t1","131567",1,"cellular organisms"
"5372","g14425.t1","131567",1,"cellular organisms"
"5373","g14430.t1","131567",1,"cellular organisms"
"5374","g14460.t1","131567",1,"cellular organisms"
"5375","g14620.t1","131567",1,"cellular organisms"
"5376","g14641.t1","131567",1,"cellular organisms"
"5377","g14729.t1","131567",1,"cellular organisms"
"5378","g14756.t1","131567",1,"cellular organisms"
"5379","g14811.t1","131567",1,"cellular organisms"
"5380","g14811.t2","131567",1,"cellular organisms"
"5381","g14833.t1","131567",1,"cellular organisms"
"5382","g14960.t1","131567",1,"cellular organisms"
"5383","g14989.t1","131567",1,"cellular organisms"
"5384","g15004.t1","131567",1,"cellular organisms"
"5385","g15045.t1","131567",1,"cellular organisms"
"5386","g15045.t2","131567",1,"cellular organisms"
"5387","g15070.t1","131567",1,"cellular organisms"
"5388","g15164.t1","131567",1,"cellular organisms"
"5389","g15168.t1","131567",1,"cellular organisms"
"5390","g15170.t1","131567",1,"cellular organisms"
"5391","g15242.t1","131567",1,"cellular organisms"
"5392","g15284.t1","131567",1,"cellular organisms"
"5393","g15289.t1","131567",1,"cellular organisms"
"5394","g15318.t1","131567",1,"cellular organisms"
"5395","g15339.t1","131567",1,"cellular organisms"
"5396","g15339.t2","131567",1,"cellular organisms"
"5397","g15382.t1","131567",1,"cellular organisms"
"5398","g15387.t1","131567",1,"cellular organisms"
"5399","g15460.t1","131567",1,"cellular organisms"
"5400","g15556.t1","131567",1,"cellular organisms"
"5401","g15566.t1","131567",1,"cellular organisms"
"5402","g15590.t1","131567",1,"cellular organisms"
"5403","g15621.t1","131567",1,"cellular organisms"
"5404","g15625.t1","131567",1,"cellular organisms"
"5405","g15692.t1","131567",1,"cellular organisms"
"5406","g15739.t1","131567",1,"cellular organisms"
"5407","g15816.t1","131567",1,"cellular organisms"
"5408","g16148.t1","131567",1,"cellular organisms"
"5409","g16187.t1","131567",1,"cellular organisms"
"5410","g16240.t1","131567",1,"cellular organisms"
"5411","g16333.t1","131567",1,"cellular organisms"
"5412","g16438.t1","131567",1,"cellular organisms"
"5413","g16458.t1","131567",1,"cellular organisms"
"5414","g16484.t1","131567",1,"cellular organisms"
"5415","g16525.t1","131567",1,"cellular organisms"
"5416","g16544.t1","131567",1,"cellular organisms"
"5417","g16594.t1","131567",1,"cellular organisms"
"5418","g18282.t1","131567",1,"cellular organisms"
"5419","g18350.t1","131567",1,"cellular organisms"
"5420","g18398.t1","131567",1,"cellular organisms"
"5421","g18462.t1","131567",1,"cellular organisms"
"5422","g18627.t1","131567",1,"cellular organisms"
"5423","g18752.t1","131567",1,"cellular organisms"
"5424","g18911.t1","131567",1,"cellular organisms"
"5425","g19138.t1","131567",1,"cellular organisms"
"5426","g19160.t1","131567",1,"cellular organisms"
"5427","g19292.t1","131567",1,"cellular organisms"
"5428","g19316.t1","131567",1,"cellular organisms"
"5429","g19344.t1","131567",1,"cellular organisms"
"5430","g19434.t1","131567",1,"cellular organisms"
"5431","g19496.t1","131567",1,"cellular organisms"
"5432","g19511.t1","131567",1,"cellular organisms"
"5433","g19511.t2","131567",1,"cellular organisms"
"5434","g19513.t1","131567",1,"cellular organisms"
"5435","g19562.t1","131567",1,"cellular organisms"
"5436","g19562.t2","131567",1,"cellular organisms"
"5437","g19634.t1","131567",1,"cellular organisms"
"5438","g19740.t1","131567",1,"cellular organisms"
"5439","g20014.t1","131567",1,"cellular organisms"
"5440","g20018.t1","131567",1,"cellular organisms"
"5441","g20090.t1","131567",1,"cellular organisms"
"5442","g20342.t1","131567",1,"cellular organisms"
"5443","g20408.t1","131567",1,"cellular organisms"
"5444","g20544.t1","131567",1,"cellular organisms"
"5445","g20582.t1","131567",1,"cellular organisms"
"5446","g20760.t1","131567",1,"cellular organisms"
"5447","g20853.t1","131567",1,"cellular organisms"
"5448","g20853.t2","131567",1,"cellular organisms"
"5449","g20876.t1","131567",1,"cellular organisms"
"5450","g21052.t1","131567",1,"cellular organisms"
"5451","g21212.t1","131567",1,"cellular organisms"
"5452","g21264.t1","131567",1,"cellular organisms"
"5453","g21264.t2","131567",1,"cellular organisms"
"5454","g21264.t3","131567",1,"cellular organisms"
"5455","g22223.t1","131567",1,"cellular organisms"
"5456","g22223.t2","131567",1,"cellular organisms"
"5457","g22318.t1","131567",1,"cellular organisms"
"5458","g22335.t1","131567",1,"cellular organisms"
"5459","g22337.t1","131567",1,"cellular organisms"
